variant_id,card_id,variant
15003,sm1-24,normal
15004,sm7-95,holofoil
15007,swsh12-126,normal
15008,sm10-84,normal
15009,gym2-71,unlimited
15010,sv3-110,normal
15012,sv10-8,holofoil
15013,sv3pt5-114,normal
15014,sv2-123,holofoil
15016,sm115-28,normal
15017,ex1-50,normal
15018,neo1-35,1stEdition
15019,ex7-28,normal
15020,base3-61,1stEdition
15021,sm35-7,holofoil
15022,neo2-27,1stEdition
15023,sv8-195,holofoil
15024,ex2-17,normal
15025,me2-62,normal
15027,swsh9tg-TG20,holofoil
15031,xy8-125,normal
15035,bw8-105,normal
15037,pl2-65,normal
15040,sv6-178,holofoil
15041,swsh1-185,normal
15043,sv10-78,holofoil
15046,gym1-17,unlimitedHolofoil
15048,sm10-114,normal
15049,swsh8-69,normal
15051,xy3-55,holofoil
15053,base5-77,1stEdition
15054,dp4-33,normal
15058,rsv10pt5-119,holofoil
15059,gym2-91,unlimited
15063,ru1-5,normal
15064,sm11-233,holofoil
15065,swsh9-147,holofoil
15066,pl4-28,normal
15067,neo4-17,1stEdition
15069,swsh4-185,holofoil
15070,sv7-118,normal
15072,xy1-93,holofoil
15074,pgo-14,normal
15075,gym1-17,1stEditionHolofoil
15078,swsh7-90,normal
15080,swsh3-11,normal
15081,sm11-220,holofoil
15082,bw4-94,holofoil
15083,sv3-168,normal
15084,base2-55,unlimited
15085,bwp-BW45,holofoil
15086,xy1-27,normal
15089,sv4-266,holofoil
15093,base1-102,normal
15094,g1-RC3,normal
15095,ex10-76,normal
15097,sv3pt5-182,holofoil
15099,swsh12pt5-33,normal
15100,gym1-70,1stEdition
15102,swsh12tg-TG03,holofoil
15103,dp5-22,normal
15104,ex6-17,holofoil
15105,swsh5-15,normal
15108,dp4-44,normal
15109,dp7-10,holofoil
15110,dp4-69,normal
15111,xy1-21,normal
15112,sv5-20,normal
15113,dp4-75,normal
15114,swsh12pt5-51,holofoil
15116,me1-111,normal
15117,swsh6-22,normal
15118,pl1-19,normal
15120,sm9-57,normal
15122,ex3-18,normal
15123,sm8-92,normal
15126,sm7-118,normal
15127,bw3-43,normal
15128,sv2-26,normal
15129,swsh45sv-SV023,holofoil
15130,gym1-88,1stEdition
15132,sm9-124,normal
15134,gym2-79,1stEdition
15136,swsh2-71,holofoil
15137,xy11-38,normal
15138,sm5-55,normal
15139,sv8-126,normal
15140,swsh45sv-SV065,holofoil
15141,ex16-15,normal
15144,xy1-130,normal
15145,swsh7-140,normal
15146,gym1-132,unlimited
15147,neo1-79,1stEdition
15148,xy8-12,holofoil
15150,sm3-48,normal
15155,gym2-85,1stEdition
15156,zsv10pt5-148,holofoil
15157,base2-39,unlimited
15158,bw10-15,normal
15159,sv3pt5-115,holofoil
15161,xy6-57,holofoil
15163,neo1-43,unlimited
15164,ex6-9,holofoil
15166,ex12-25,normal
15168,ex2-58,normal
15170,hgss1-30,normal
15171,sv10-71,normal
15173,gym1-50,unlimited
15175,sv4pt5-155,holofoil
15176,bwp-BW83,holofoil
15177,sv6-25,holofoil
15180,mcd22-1,normal
15181,sv3-198,holofoil
15183,base4-91,normal
15189,ex4-49,normal
15190,ecard1-37,normal
15191,xy9-31,holofoil
15192,bw7-138,holofoil
15195,bw1-57,holofoil
15197,sv7-146,holofoil
15198,pl2-35,normal
15199,sv9-76,normal
15202,sv8-44,normal
15204,xy3-6,normal
15205,sv10-102,normal
15206,sv10-25,holofoil
15207,sv3-66,holofoil
15209,base3-31,1stEdition
15211,col1-41,normal
15212,swsh12pt5-12,normal
15214,bw8-104,holofoil
15215,gym1-51,unlimited
15216,swsh6-191,holofoil
15217,pl3-119,normal
15218,xy0-3,holofoil
15219,sv6-88,normal
15220,swsh6-34,normal
15221,sv9-98,holofoil
15223,sm1-40,normal
15224,xy6-95,normal
15225,neo4-96,1stEdition
15226,neo3-64,unlimited
15230,np-29,holofoil
15231,svp-165,holofoil
15233,swsh8-188,normal
15234,pgo-5,holofoil
15238,ecard3-121,normal
15240,sv10-1,normal
15241,sm11-112,normal
15242,swshp-SWSH194,holofoil
15243,sv7-6,holofoil
15244,sv1-156,normal
15246,sv9-154,normal
15247,ex8-63,normal
15248,swsh7-123,holofoil
15250,sv1-7,normal
15251,sm1-75,normal
15253,base5-73,unlimited
15254,swsh7-145,normal
15256,bw3-72,normal
15257,swsh8-183,normal
15258,pl1-69,normal
15259,swsh9-70,normal
15260,pl2-42,normal
15263,ex11-67,normal
15264,swsh12-21,normal
15267,swsh45sv-SV078,holofoil
15268,swsh1-111,normal
15269,ecard3-119,normal
15270,sm10-58,normal
15275,sv5-151,normal
15277,sm6-116,normal
15279,pop2-15,normal
15281,neo4-63,unlimited
15285,gym1-79,1stEdition
15286,dp4-67,normal
15287,sv8-190,normal
15288,sv4-208,holofoil
15289,sm12-117,normal
15291,sm1-65,normal
15292,xy5-2,normal
15294,xy10-51,holofoil
15295,sv3pt5-186,holofoil
15296,dp6-6,holofoil
15300,xy11-71,normal
15302,pop4-13,holofoil
15303,bw8-4,normal
15305,sm5-16,normal
15306,neo3-64,1stEdition
15307,ex7-4,holofoil
15308,sv9-131,normal
15310,sm8-63,holofoil
15311,xy7-22,normal
15312,dp1-98,normal
15313,sm8-65,normal
15316,pl1-7,holofoil
15317,zsv10pt5-15,normal
15319,rsv10pt5-139,holofoil
15320,swsh9-103,normal
15321,swsh3-185,holofoil
15322,sv6-100,holofoil
15324,base5-82,unlimited
15325,ex2-7,holofoil
15327,ex10-57,normal
15328,sv9-57,normal
15329,sv8pt5-108,normal
15330,sv6-15,normal
15331,swsh7-13,holofoil
15332,swsh6-48,normal
15333,xy5-120,normal
15334,base5-25,unlimited
15336,sv4-41,normal
15337,bw6-43,normal
15339,swsh7-23,normal
15341,pl3-35,normal
15342,sv7-17,normal
15345,ex11-78,normal
15346,sv6pt5-97,holofoil
15349,base5-19,1stEdition
15351,ex5-36,normal
15352,hgss1-57,normal
15353,bw9-81,normal
15354,gym2-96,unlimited
15355,ex5-35,normal
15357,dpp-DP42,holofoil
15358,xyp-XY04,holofoil
15361,ex7-92,normal
15362,sv3pt5-109,normal
15363,swsh4-47,normal
15365,xy8-160,holofoil
15366,bw8-56,normal
15367,base5-12,unlimitedHolofoil
15368,swsh12tg-TG23,holofoil
15369,sm11-252,holofoil
15372,sm7-63,normal
15374,xy3-2,normal
15376,swsh8-57,holofoil
15380,sv4-194,holofoil
15381,swsh12pt5gg-GG22,holofoil
15384,xy4-50,holofoil
15385,swsh7-188,holofoil
15386,sm75-24,holofoil
15389,swsh9-180,holofoil
15391,me1-16,normal
15392,sv1-73,normal
15393,swsh12-118,normal
15394,sm2-110,normal
15397,pl3-57,normal
15399,swsh1-211,holofoil
15400,sv4-199,holofoil
15401,ex13-56,normal
15402,sm2-3,normal
15403,swsh5-98,normal
15404,sm11-89,normal
15405,sv8-18,normal
15407,ex9-90,holofoil
15409,sv4-248,holofoil
15410,sm12-267,holofoil
15411,swsh5-174,holofoil
15412,ex3-28,normal
15415,svp-94,holofoil
15416,sm3-159,holofoil
15417,ex16-90,normal
15419,rsv10pt5-43,holofoil
15420,gym2-123,1stEdition
15426,svp-64,holofoil
15428,dp1-76,normal
15429,hgss2-40,normal
15430,xy1-6,normal
15431,ex1-59,normal
15432,bw5-35,normal
15433,neo3-23,unlimited
15434,sv7-57,normal
15437,swsh2-49,holofoil
15438,sm10-100,normal
15440,sv10-166,normal
15441,dp1-112,normal
15442,sm3-84,holofoil
15443,neo2-56,1stEdition
15447,xy9-123,holofoil
15450,base2-16,unlimitedHolofoil
15453,hgss2-53,normal
15454,swsh7-62,normal
15455,swsh5-10,normal
15456,sm3-2,normal
15457,sm12-47,normal
15459,ex9-65,normal
15461,swsh7-155,normal
15462,ex1-67,normal
15463,ex6-70,normal
15464,ecard1-13,holofoil
15465,ex4-40,normal
15466,ex10-114,holofoil
15467,swsh10-92,normal
15468,swsh10-76,normal
15470,sv10-147,normal
15471,swsh2-53,normal
15474,sm11-186,normal
15478,sv6-174,holofoil
15479,svp-63,holofoil
15481,swsh5-58,normal
15482,xy3-31,normal
15485,sv4pt5-71,normal
15486,swshp-SWSH097,holofoil
15489,xy7-14,normal
15490,bw5-53,normal
15492,me2-18,holofoil
15493,np-34,holofoil
15494,gym1-81,unlimited
15496,bw10-69,holofoil
15499,sv8pt5-99,normal
15501,swsh7-9,normal
15502,neo3-1,unlimitedHolofoil
15503,sv9-164,holofoil
15504,swsh10-177,holofoil
15505,pl2-104,holofoil
15506,ex10-3,holofoil
15507,pl4-2,holofoil
15508,swsh9-127,normal
15509,sm2-162,holofoil
15511,bw4-55,normal
15512,sv3pt5-99,normal
15513,sv1-114,normal
15514,svp-167,holofoil
15515,xy9-14,holofoil
15516,bw8-7,normal
15523,svp-34,holofoil
15526,swsh5-46,normal
15527,sm12-214,holofoil
15528,xy4-108,normal
15529,swshp-SWSH277,holofoil
15531,neo1-78,unlimited
15532,sv8pt5-9,normal
15533,swsh12tg-TG19,holofoil
15534,base6-62,normal
15535,sm10-47,normal
15536,dpp-DP11,holofoil
15537,sv10-208,holofoil
15538,neo1-107,unlimited
15539,ex6-16,holofoil
15540,me1-13,normal
15541,swsh12pt5-16,holofoil
15543,swsh5-120,normal
15545,swshp-SWSH007,holofoil
15548,sv2-55,normal
15550,bw4-51,holofoil
15551,swsh7-73,holofoil
15552,neo2-50,unlimited
15553,pop3-2,holofoil
15554,ex15-86,normal
15555,sm5-112,normal
15558,base2-30,1stEdition
15559,sv3-84,normal
15560,ex16-45,normal
15562,pl1-46,normal
15564,swsh12pt5-26,holofoil
15568,gym1-105,1stEdition
15569,rsv10pt5-141,holofoil
15570,ex14-21,normal
15573,bw3-89,normal
15574,swsh8-180,normal
15575,sm115-20,holofoil
15577,base1-29,normal
15579,sv5-8,normal
15581,xyp-XY201,normal
15582,sm12-185,normal
15583,sv6-210,holofoil
15585,swsh45sv-SV050,holofoil
15586,bw5-93,normal
15589,ex5-87,normal
15591,swsh12-5,normal
15592,sm12-188,normal
15593,hgss2-52,normal
15594,dv1-3,holofoil
15597,swsh8-60,normal
15599,base3-23,1stEdition
15600,sv8-144,normal
15601,neo4-39,1stEdition
15603,sv8-83,holofoil
15606,sv1-39,normal
15607,me2-110,holofoil
15608,swsh45-41,normal
15610,sv3-142,normal
15611,sm7-93,normal
15612,ex16-60,normal
15614,dp6-110,normal
15616,dp4-8,holofoil
15620,pl3-73,normal
15621,zsv10pt5-25,normal
15624,bwp-BW91,holofoil
15625,sm5-98,normal
15626,pop6-17,normal
15627,neo4-76,unlimited
15628,pop6-5,normal
15629,zsv10pt5-31,normal
15630,ecard2-104,normal
15631,base3-12,unlimitedHolofoil
15633,sm5-7,normal
15636,bw6-110,normal
15640,ex14-80,normal
15642,gym2-86,1stEdition
15643,bw9-53,holofoil
15644,bw7-11,normal
15645,swsh5-115,normal
15646,dv1-8,holofoil
15647,swsh7-122,holofoil
15648,base2-52,1stEdition
15650,sv7-77,normal
15652,swsh12-172,holofoil
15653,pl1-47,normal
15654,sma-SV92,holofoil
15655,sm115-41,normal
15656,swsh8-232,normal
15657,dp2-11,holofoil
15661,bw10-7,normal
15662,neo3-40,unlimited
15665,xy5-130,normal
15666,sm9-104,normal
15668,sv5-5,normal
15669,xy10-86,normal
15671,xy4-45,holofoil
15674,swshp-SWSH172,holofoil
15677,sv9-123,normal
15679,gym1-21,unlimited
15681,sv8-102,normal
15682,sv3pt5-145,holofoil
15685,xy5-107,normal
15686,sm7-183,holofoil
15687,swsh1-41,normal
15689,me1-148,holofoil
15690,ru1-6,normal
15693,me2-32,normal
15694,xy7-37,holofoil
15695,sv3-215,holofoil
15696,sm8-8,holofoil
15698,bw11-51,holofoil
15699,bw5-21,normal
15700,neo2-3,1stEditionHolofoil
15702,sma-SV35,holofoil
15703,xyp-XY95,holofoil
15706,svp-156,holofoil
15707,bw7-113,normal
15708,hgss1-31,normal
15710,dp3-106,normal
15712,gym2-102,1stEdition
15715,smp-SM217,holofoil
15717,xy11-95,normal
15718,swsh12pt5gg-GG56,holofoil
15719,neo3-24,unlimited
15720,swshp-SWSH204,holofoil
15721,zsv10pt5-145,holofoil
15722,swsh35-39,normal
15723,sm6-110,holofoil
15724,sv8-245,holofoil
15725,swsh35-74,holofoil
15726,bw7-46,normal
15727,xyp-XY78,holofoil
15728,neo4-28,unlimited
15730,xy7-26,holofoil
15731,smp-SM200,holofoil
15732,sm9-138,normal
15733,xy11-62,normal
15735,swsh6-170,holofoil
15736,neo3-55,1stEdition
15737,swsh35-38,normal
15738,xyp-XY38,holofoil
15739,xyp-XY110,holofoil
15741,neo1-59,unlimited
15744,sv2-18,normal
15745,sm9-53,holofoil
15746,bw8-10,normal
15747,sv10-41,normal
15748,swsh12-76,normal
15749,bw4-58,normal
15751,ex15-101,holofoil
15752,ex1-30,normal
15753,swsh4-22,holofoil
15755,sv3-118,normal
15756,gym1-79,unlimited
15757,swsh35-22,holofoil
15760,dp5-90,normal
15761,xy2-83,normal
15762,sm10-90,normal
15763,base4-96,normal
15765,swsh1-1,holofoil
15768,ecard3-1,normal
15769,swsh45-65,holofoil
15775,swsh5-8,holofoil
15776,hgss1-82,normal
15777,ex14-22,normal
15778,sv4pt5-97,holofoil
15783,smp-SM248,holofoil
15784,base3-1,1stEditionHolofoil
15786,sv4pt5-47,holofoil
15787,swsh5-33,holofoil
15788,gym1-76,1stEdition
15791,sv9-88,normal
15795,sv2-77,normal
15796,swsh6-157,normal
15797,sm5-26,normal
15799,sv3-85,holofoil
15800,base1-44,normal
15801,swsh6-160,holofoil
15802,sm3-1,normal
15803,xy7-87,holofoil
15804,pl2-72,normal
15807,ex6-61,normal
15808,sv9-162,holofoil
15809,bw11-96,holofoil
15810,base4-76,normal
15811,ex1-69,normal
15814,sm7-2,normal
15815,ex12-26,normal
15816,sv6-198,holofoil
15817,ex6-90,normal
15818,sv10-46,normal
15820,sv4-153,normal
15822,pop1-6,normal
15823,xy4-22,normal
15825,bw7-62,normal
15826,bw11-32,holofoil
15827,bw5-18,normal
15828,neo4-16,1stEditionHolofoil
15831,xy1-102,normal
15832,swsh10-121,normal
15837,swsh12pt5-125,normal
15838,swsh12pt5-143,holofoil
15839,ex13-33,normal
15840,swshp-SWSH180,holofoil
15841,pl2-96,normal
15843,bw1-78,normal
15844,swsh8-254,holofoil
15846,bw4-15,normal
15847,pl3-33,normal
15848,sv10-222,holofoil
15849,sv3-144,normal
15850,bw5-10,normal
15852,xy4-68,normal
15853,sv7-2,normal
15855,sm4-103,holofoil
15856,ex4-58,normal
15858,swsh45sv-SV103,holofoil
15860,pl1-27,normal
15862,sv8-68,holofoil
15864,base1-36,normal
15867,sm5-38,normal
15868,sm11-70,normal
15869,sv3pt5-106,normal
15871,bw4-48,normal
15873,base1-47,normal
15875,dp1-5,holofoil
15877,dp6-13,holofoil
15878,ex10-62,normal
15880,sv3pt5-77,normal
15882,swsh2-16,normal
15883,pop3-10,normal
15888,sm8-21,normal
15889,sv3pt5-70,normal
15890,xy0-22,normal
15891,sm8-71,normal
15893,swshp-SWSH159,holofoil
15895,base6-43,normal
15897,ex10-61,normal
15898,sm9-168,holofoil
15899,ecard3-28,normal
15900,xy4-16,normal
15901,dp3-7,holofoil
15902,gym1-50,1stEdition
15904,sv10-206,holofoil
15905,swsh12pt5-146,normal
15906,swsh2-166,normal
15907,smp-SM132,holofoil
15908,ecard3-H25,holofoil
15909,xyp-XY19,holofoil
15910,pl4-67,normal
15912,base2-6,unlimitedHolofoil
15913,swsh45sv-SV021,holofoil
15914,ex14-73,normal
15915,ex14-38,normal
15916,pl3-126,normal
15917,ex4-71,normal
15918,xy2-84,normal
15920,swshp-SWSH029,holofoil
15921,bw2-71,normal
15922,sv10-62,normal
15924,dpp-DP51,holofoil
15925,ex12-15,normal
15926,rsv10pt5-21,normal
15927,sv3-50,normal
15928,ex10-84,normal
15929,dp5-55,normal
15932,sv1-248,holofoil
15933,sv1-236,holofoil
15934,swsh12pt5-25,normal
15935,sm115-27,normal
15936,sm11-176,normal
15939,ex3-49,normal
15940,sv5-119,holofoil
15941,hgss2-79,normal
15942,gym1-70,unlimited
15945,ex13-37,normal
15946,ex15-75,normal
15947,sv3pt5-190,holofoil
15948,sm4-6,normal
15951,bw1-62,normal
15954,swsh12-79,normal
15956,sm7-11,normal
15957,swshp-SWSH094,holofoil
15958,ex7-25,normal
15959,swsh5-3,normal
15960,ex8-2,holofoil
15961,me1-182,holofoil
15962,sv10-195,holofoil
15965,sv2-42,normal
15966,swsh12pt5-90,normal
15967,sm7-26,normal
15969,sv2-10,normal
15970,sv1-4,normal
15971,swsh45-27,normal
15973,pl2-60,normal
15975,ex12-29,normal
15976,cel25c-15_A1,holofoil
15980,ex12-51,normal
15984,swsh11-204,holofoil
15985,swsh8-213,normal
15987,swsh9-72,normal
15993,ex10-15,holofoil
15994,neo1-88,1stEdition
15995,mcd21-3,normal
15996,ex10-40,normal
15997,sv3-182,normal
15999,ex2-1,holofoil
16000,sv1-8,normal
16003,bw8-64,normal
16005,base6-49,normal
16008,cel25c-9_A,holofoil
16009,xy7-46,normal
16010,sv3-212,holofoil
16012,pl3-64,normal
16013,xy7-56,normal
16014,sv8-36,holofoil
16015,sv3pt5-202,holofoil
16016,swsh11-199,holofoil
16018,sv6-146,normal
16020,xy9-61,normal
16022,swsh12pt5gg-GG08,holofoil
16025,dp5-14,holofoil
16026,xy7-98,holofoil
16027,dp2-48,normal
16028,pl2-64,normal
16029,rsv10pt5-161,holofoil
16030,sv10-173,normal
16031,ex11-86,normal
16032,pl4-80,normal
16033,sm75-58,holofoil
16034,base4-97,normal
16035,ecard1-41,normal
16036,neo1-20,unlimited
16037,xy2-12,holofoil
16038,xy2-5,normal
16039,sv8-106,holofoil
16040,neo4-56,1stEdition
16043,ex7-54,normal
16044,swsh8-225,normal
16045,sm115-43,normal
16046,swsh9-83,normal
16047,ex6-114,holofoil
16048,sv5-172,holofoil
16057,swsh6-209,holofoil
16060,ex15-83,normal
16061,sm10-19,holofoil
16062,swsh12-119,holofoil
16064,bw11-42,normal
16065,xy8-132,normal
16067,swsh12pt5gg-GG66,holofoil
16068,base1-85,normal
16069,hgss4-95,holofoil
16070,base1-66,normal
16071,sv3-225,holofoil
16073,hgss1-66,normal
16074,swsh7-186,holofoil
16075,sma-SV73,holofoil
16077,swsh12pt5gg-GG25,holofoil
16078,sv10-134,normal
16079,neo2-27,unlimited
16080,swsh12pt5gg-GG33,holofoil
16081,swsh9tg-TG04,holofoil
16082,neo1-39,1stEdition
16084,sm1-25,normal
16085,ex1-45,normal
16086,pl3-18,normal
16087,sm115-4,normal
16088,dp6-81,normal
16089,swsh3-48,normal
16090,sm6-108,normal
16091,swsh6-163,holofoil
16094,sv3pt5-205,holofoil
16095,xy6-105,holofoil
16096,sma-SV39,holofoil
16097,sv4-171,normal
16098,sm5-66,normal
16099,xy0-5,holofoil
16100,neo1-94,1stEdition
16102,col1-59,normal
16104,sv6-52,normal
16105,dp5-81,normal
16106,me1-1,normal
16107,xy12-50,normal
16108,neo1-9,unlimitedHolofoil
16110,sm4-98,normal
16112,hgss3-80,normal
16116,svp-195,holofoil
16117,me2-43,normal
16119,pl1-42,normal
16121,swsh6-25,holofoil
16122,sv6pt5-65,holofoil
16124,sm7-127,normal
16125,xy1-85,normal
16126,svp-10,holofoil
16128,xy1-54,normal
16129,dp4-91,normal
16130,swsh2-120,normal
16132,sm75-39,normal
16133,base6-5,holofoil
16134,gym1-87,unlimited
16135,swsh4-12,normal
16138,xy11-102,normal
16139,pl3-6,holofoil
16140,bw4-73,normal
16142,zsv10pt5-69,normal
16143,rsv10pt5-49,normal
16144,xy11-25,normal
16147,rsv10pt5-25,normal
16148,sv2-104,normal
16149,sm11-204,normal
16150,swsh8-64,holofoil
16152,sm2-55,normal
16154,sma-SV90,holofoil
16155,sm7-19,normal
16156,xy2-62,normal
16157,pop4-2,holofoil
16158,rsv10pt5-69,normal
16159,sv8pt5-154,holofoil
16161,xy7-60,holofoil
16162,sm12-235,holofoil
16163,bw4-32,normal
16166,swsh12-94,normal
16170,sv6-164,holofoil
16171,sv9-20,normal
16172,ex11-35,normal
16174,sm10-123,normal
16175,ex3-76,normal
16176,xy1-10,normal
16177,sv10-122,holofoil
16178,base5-40,unlimited
16182,np-2,holofoil
16183,xy8-73,normal
16184,sv3pt5-86,normal
16185,ecard1-89,normal
16186,base1-6,holofoil
16188,ex6-94,normal
16189,sv8pt5-166,holofoil
16190,sv8pt5-110,normal
16191,sv3pt5-26,holofoil
16192,sm9-120,holofoil
16193,dp6-8,holofoil
16195,swsh3-69,holofoil
16196,ex6-21,normal
16197,sv4-37,normal
16198,bw5-61,normal
16201,sm3-155,holofoil
16202,dp3-97,normal
16203,hgss1-48,normal
16204,swsh45sv-SV113,holofoil
16206,xyp-XY178,holofoil
16208,base3-3,1stEditionHolofoil
16210,sm10-115,normal
16212,swsh8-265,holofoil
16213,sv10-210,holofoil
16215,pl1-36,normal
16216,rsv10pt5-160,holofoil
16217,sv1-130,normal
16218,xy4-104,normal
16219,xy5-85,holofoil
16221,dp1-27,normal
16222,smp-SM72,holofoil
16224,swsh6-93,normal
16226,sv1-138,normal
16227,xy6-76,holofoil
16228,cel25-5,holofoil
16229,pl2-103,holofoil
16231,ex1-40,normal
16232,gym1-68,unlimited
16233,sv2-62,normal
16234,cel25c-15_A2,holofoil
16236,bw5-102,normal
16237,swshp-SWSH254,holofoil
16238,xy1-97,holofoil
16239,base2-31,unlimited
16240,swsh6-144,normal
16241,sv3pt5-169,holofoil
16243,swsh1-3,normal
16246,bw7-120,normal
16248,bw10-49,holofoil
16250,bw2-55,normal
16252,bw8-72,normal
16254,swsh8-121,normal
16255,sm7-54,normal
16257,swshp-SWSH295,holofoil
16259,sv5-88,normal
16260,bw7-4,normal
16261,ex13-108,holofoil
16264,bw7-14,normal
16265,swsh2-188,holofoil
16267,swsh35-2,normal
16269,swsh12-96,normal
16270,bw11-18,normal
16272,sm2-83,normal
16274,neo3-33,unlimited
16275,dp5-61,normal
16276,dp5-3,holofoil
16277,sm1-130,normal
16278,swsh8-143,normal
16279,sm7-111,normal
16280,ecard2-58,normal
16281,ex6-66,normal
16282,xy4-36,normal
16283,dp7-17,normal
16284,ecard2-H28,holofoil
16286,sv8pt5-155,holofoil
16288,ex6-48,normal
16289,swsh2-22,holofoil
16291,xy5-142,normal
16292,sm8-126,holofoil
16293,swshp-SWSH262,holofoil
16294,ex14-16,normal
16295,me1-64,holofoil
16296,sm7-69,normal
16297,zsv10pt5-63,holofoil
16298,bw2-70,normal
16299,sv9-169,holofoil
16301,ecard1-158,normal
16302,sm7-70,holofoil
16304,swsh35-65,normal
16305,xy4-20,normal
16306,sv2-87,normal
16309,xy8-60,holofoil
16310,swsh8-113,holofoil
16311,bw4-101,holofoil
16315,swsh5-150,holofoil
16316,ex2-42,normal
16317,sv8pt5-164,holofoil
16318,bw7-81,holofoil
16323,sm9-39,holofoil
16326,rsv10pt5-59,normal
16328,me1-180,holofoil
16329,sv7-56,normal
16331,sm7-151,normal
16332,swsh6-149,normal
16334,base2-20,unlimited
16337,swsh5-168,holofoil
16339,bw4-89,normal
16343,xy2-27,normal
16344,xy0-4,normal
16347,sv1-218,holofoil
16348,ex5-61,normal
16350,base1-46,normal
16351,swsh6-215,holofoil
16352,ex16-51,normal
16357,base3-3,unlimitedHolofoil
16358,swsh8-14,normal
16359,bw7-59,normal
16360,xy9-73,normal
16361,bw4-12,normal
16363,ecard1-9,holofoil
16364,pl3-98,normal
16367,xy10-112,normal
16369,xy3-50,normal
16370,ex10-39,normal
16373,swsh5-108,normal
16374,base1-30,normal
16376,swsh7-24,normal
16377,sm11-78,holofoil
16378,svp-99,holofoil
16379,sm5-62,holofoil
16380,sm5-40,normal
16381,bw10-84,normal
16382,neo2-33,1stEdition
16384,sm7-107,holofoil
16387,sv5-108,holofoil
16388,neo4-80,unlimited
16389,sv10-113,normal
16391,base2-30,unlimited
16393,g1-78,normal
16394,base2-57,unlimited
16395,xy12-32,holofoil
16397,bw10-86,normal
16398,pl2-21,normal
16399,pop6-15,holofoil
16400,ex7-7,holofoil
16401,svp-69,holofoil
16402,swsh9-142,normal
16404,sv8pt5-136,holofoil
16407,sv5-33,normal
16408,g1-33,normal
16411,sv4-82,normal
16413,sv1-257,holofoil
16415,xy1-81,normal
16416,bw8-23,normal
16420,dp5-73,normal
16421,xy8-80,normal
16424,dp1-99,normal
16427,xy10-26,holofoil
16428,sv3pt5-201,holofoil
16429,neo1-42,1stEdition
16430,sm6-7,normal
16431,swsh9-17,holofoil
16434,swsh3-104,holofoil
16437,me1-152,holofoil
16439,cel25c-93_A,holofoil
16440,bw11-RC7,holofoil
16441,swsh10-56,normal
16442,cel25-21,holofoil
16443,bw3-97,holofoil
16445,swsh8-205,normal
16446,sv3-102,holofoil
16448,sm11-178,normal
16450,ecard1-52,normal
16452,ecard2-132,normal
16453,sm12-228,holofoil
16455,neo3-53,unlimited
16456,swsh2-33,holofoil
16457,gym1-42,1stEdition
16458,swsh6-94,normal
16460,bw7-112,normal
16462,dp7-13,normal
16466,sm5-115,normal
16467,swsh8-79,holofoil
16468,ex6-44,normal
16469,swsh3-156,holofoil
16470,dp6-132,normal
16472,sv3-136,holofoil
16473,xy5-104,holofoil
16479,rsv10pt5-86,normal
16482,neo3-15,unlimited
16483,xy3-3,holofoil
16485,hgss3-18,normal
16486,smp-SM245,normal
16487,hgss1-69,normal
16488,xy5-45,normal
16489,gym1-66,unlimited
16490,zsv10pt5-158,holofoil
16491,base5-23,unlimited
16493,sv3pt5-108,normal
16494,dp1-82,normal
16496,sm8-45,normal
16497,xy8-109,normal
16499,sv2-29,normal
16502,sv6-40,holofoil
16503,swsh3-113,normal
16504,sv8pt5-45,holofoil
16506,sv8-124,normal
16508,bw7-78,normal
16509,svp-102,normal
16511,sv8pt5-169,holofoil
16516,xy6-86,normal
16517,dp7-5,holofoil
16518,swsh12-212,holofoil
16519,swsh3-42,normal
16520,swshp-SWSH165,holofoil
16521,sv6-46,normal
16524,sv10-154,normal
16526,ex14-9,holofoil
16529,xy6-109,holofoil
16530,sm3-95,normal
16532,sm12-16,holofoil
16534,bw9-94,normal
16537,ecard3-8,normal
16539,zsv10pt5-10,normal
16541,ex3-37,normal
16542,swsh12pt5-154,holofoil
16543,sv9-51,holofoil
16545,swsh6-109,normal
16546,bw3-90,normal
16548,sv8-31,holofoil
16549,xy12-3,normal
16551,dp4-5,holofoil
16553,pop6-1,normal
16554,swsh8-231,normal
16555,swsh8-6,holofoil
16557,swsh10-54,holofoil
16559,ex2-38,normal
16560,ecard1-108,normal
16561,dp7-7,holofoil
16562,cel25-20,holofoil
16567,smp-SM06,holofoil
16568,hgss1-40,normal
16572,sv3pt5-20,normal
16573,sm7-20,normal
16575,swsh35-49,holofoil
16577,xy1-67,normal
16578,pl2-94,normal
16579,swsh5-173,holofoil
16581,ecard2-21,normal
16584,sm10-73,normal
16585,dp7-73,normal
16586,swsh3-189,holofoil
16589,hgss3-51,normal
16590,zsv10pt5-114,holofoil
16594,neo3-39,unlimited
16596,sv4-3,holofoil
16597,pl3-16,normal
16598,col1-63,normal
16599,hgss1-70,normal
16600,me2-47,normal
16601,sv6pt5-7,normal
16602,sv3-134,holofoil
16604,sv3-90,normal
16605,base3-5,1stEditionHolofoil
16606,np-17,holofoil
16607,ecard2-H24,holofoil
16608,swsh12pt5gg-GG13,holofoil
16610,me1-168,holofoil
16611,swsh6-9,normal
16613,ecard2-20,normal
16615,swsh5-182,holofoil
16616,dp7-59,normal
16617,xy4-62,holofoil
16619,dp4-94,normal
16620,bw8-41,normal
16622,sm35-34,normal
16623,smp-SM244,normal
16624,swsh12pt5-65,holofoil
