price_id,variant_id,market_price,date_observed
2706,9300,92.26,2026-01-25
2707,7060,32.07,2026-01-25
2708,22379,0.59,2026-01-25
2709,9592,0.60,2026-01-25
2710,23686,73.04,2026-01-25
2711,24967,8.83,2026-01-25
2712,21652,4.36,2026-01-25
2713,11095,4.94,2026-01-25
2714,3851,0.18,2026-01-25
2715,16285,1.68,2026-01-25
2716,14160,9.07,2026-01-25
2717,22108,7.64,2026-01-25
2718,14113,0.16,2026-01-25
2719,12611,0.60,2026-01-25
2720,8972,38.07,2026-01-25
2721,2622,22.49,2026-01-25
2722,8087,0.20,2026-01-25
2723,19861,0.57,2026-01-25
2724,14079,2.05,2026-01-25
2725,15602,5.45,2026-01-25
2726,6119,1799.99,2026-01-25
2727,16108,429.33,2026-01-25
2728,22918,37.67,2026-01-25
2729,12027,158.67,2026-01-25
2730,22411,45.81,2026-01-25
2731,25792,6.69,2026-01-25
2732,2144,1.14,2026-01-25
2733,1369,5.95,2026-01-25
2734,1955,51.38,2026-01-25
2735,23328,65.45,2026-01-25
2736,20891,7.94,2026-01-25
2737,20676,100.56,2026-01-25
2738,7309,237.50,2026-01-25
2739,1594,82.85,2026-01-25
2740,14889,45.51,2026-01-25
2741,20976,23.04,2026-01-25
2742,977,23.74,2026-01-25
2743,15828,78.32,2026-01-25
2744,19617,22.89,2026-01-25
2745,16597,7.95,2026-01-25
2746,5737,10.50,2026-01-25
2747,8046,16.22,2026-01-25
2748,16482,6.09,2026-01-25
2749,23858,72.68,2026-01-25
2750,15021,0.33,2026-01-25
2751,15813,0.80,2026-01-25
2752,15148,2.54,2026-01-25
2753,26280,18.97,2026-01-25
2754,8968,16.21,2026-01-25
2755,4029,21.38,2026-01-25
2756,644,33.39,2026-01-25
2757,7947,41.05,2026-01-25
2758,8682,33.18,2026-01-25
2759,2059,18.21,2026-01-25
2760,11453,8.73,2026-01-25
2761,4166,2.91,2026-01-25
2762,13887,59.80,2026-01-25
2763,18328,0.49,2026-01-25
2764,19907,0.60,2026-01-25
2765,24615,25.20,2026-01-25
2766,23911,17.49,2026-01-25
2767,1739,25.96,2026-01-25
2768,23554,35.56,2026-01-25
2769,7628,14.41,2026-01-25
2770,15266,15.23,2026-01-25
2771,19677,0.06,2026-01-25
2772,25155,0.17,2026-01-25
2773,3197,0.34,2026-01-25
2774,4716,2.09,2026-01-25
2775,18802,0.15,2026-01-25
2776,262,0.39,2026-01-25
2777,6283,10.01,2026-01-25
2778,12617,0.66,2026-01-25
2779,11076,2.50,2026-01-25
2780,18696,9.41,2026-01-25
2781,19881,0.23,2026-01-25
2782,25631,0.63,2026-01-25
2783,8096,1.12,2026-01-25
2784,26488,0.35,2026-01-25
2785,25958,9.86,2026-01-25
2786,8108,0.65,2026-01-25
2787,10745,4.82,2026-01-25
2788,12609,0.30,2026-01-25
2789,2063,0.56,2026-01-25
2790,25388,0.09,2026-01-25
2791,8635,0.29,2026-01-25
2792,5846,1.12,2026-01-25
2793,6358,5.00,2026-01-25
2794,2412,94.95,2026-01-25
2795,12622,99.50,2026-01-25
2796,3781,0.17,2026-01-25
2797,24153,0.29,2026-01-25
2798,16843,2.14,2026-01-25
2799,24204,16.62,2026-01-25
2800,22863,0.22,2026-01-25
2801,20992,1.76,2026-01-25
2802,4845,0.20,2026-01-25
2803,24169,0.53,2026-01-25
2804,13384,1.18,2026-01-25
2805,4575,5.82,2026-01-25
2806,13398,0.97,2026-01-25
2807,17106,2.57,2026-01-25
2808,20136,2.38,2026-01-25
2809,22897,7.23,2026-01-25
2810,25913,7.79,2026-01-25
2811,9522,0.39,2026-01-25
2812,21755,0.45,2026-01-25
2813,20701,0.82,2026-01-25
2814,16673,4.20,2026-01-25
2815,476,0.94,2026-01-25
2816,14681,1.46,2026-01-25
2817,13536,1.25,2026-01-25
2818,22747,16.00,2026-01-25
2819,858,10.86,2026-01-25
2820,22270,69.69,2026-01-25
2821,26088,1.43,2026-01-25
2822,16268,3.64,2026-01-25
2823,4083,0.11,2026-01-25
2824,10458,0.24,2026-01-25
2825,508,1.76,2026-01-25
2826,19439,38.93,2026-01-25
2827,21603,0.18,2026-01-25
2828,26788,0.28,2026-01-25
2829,16193,33.62,2026-01-25
2830,18401,10.76,2026-01-25
2831,4336,12.59,2026-01-25
2832,25038,6.85,2026-01-25
2833,371,60.32,2026-01-25
2834,22161,27.97,2026-01-25
2835,25557,180.99,2026-01-25
2836,15900,0.43,2026-01-25
2837,18897,1.03,2026-01-25
2838,25801,0.18,2026-01-25
2839,20844,0.32,2026-01-25
2840,8273,0.40,2026-01-25
2841,16856,0.70,2026-01-25
2842,13198,7.08,2026-01-25
2843,12209,6.99,2026-01-25
2844,2070,2.22,2026-01-25
2845,769,7.11,2026-01-25
2846,9882,0.27,2026-01-25
2847,21972,0.77,2026-01-25
2848,17085,0.18,2026-01-25
2849,11956,0.45,2026-01-25
2850,23477,111.99,2026-01-25
2851,6222,35.56,2026-01-25
2852,1481,3.14,2026-01-25
2853,11607,7.18,2026-01-25
2854,20205,1.56,2026-01-25
2855,17157,4.00,2026-01-25
2856,934,0.30,2026-01-25
2857,13012,1.90,2026-01-25
2858,11051,0.27,2026-01-25
2859,10391,0.11,2026-01-25
2860,6144,69.98,2026-01-25
2861,26076,300.00,2026-01-25
2862,14398,2.12,2026-01-25
2863,9055,40.78,2026-01-25
2864,5875,25.63,2026-01-25
2865,24862,4.81,2026-01-25
2866,6956,16.00,2026-01-25
2867,21090,120.77,2026-01-25
2868,9966,97.44,2026-01-25
2869,15626,3.20,2026-01-25
2870,19893,5.61,2026-01-25
2871,26863,9.00,2026-01-25
2872,113,157.50,2026-01-25
2873,23401,43.34,2026-01-25
2874,17567,6.24,2026-01-25
2875,3002,6.04,2026-01-25
2876,15067,11.92,2026-01-25
2877,16986,5.37,2026-01-25
2878,9476,19.74,2026-01-25
2879,9350,0.11,2026-01-25
2880,16648,0.29,2026-01-25
2881,23238,3.04,2026-01-25
2882,6660,28.20,2026-01-25
2883,12708,23.48,2026-01-25
2884,12308,12.66,2026-01-25
2885,3833,0.43,2026-01-25
2886,11925,0.79,2026-01-25
2887,12987,1.08,2026-01-25
2888,3847,4.59,2026-01-25
2889,3095,0.30,2026-01-25
2890,4291,2.10,2026-01-25
2891,25746,0.13,2026-01-25
2892,7519,0.41,2026-01-25
2893,21163,202.79,2026-01-25
2894,9087,7.05,2026-01-25
2895,23726,13.98,2026-01-25
2896,6903,11.27,2026-01-25
2897,13108,0.30,2026-01-25
2898,18306,0.86,2026-01-25
2899,11033,0.29,2026-01-25
2900,12481,0.11,2026-01-25
2901,3209,108.22,2026-01-25
2902,23390,25.04,2026-01-25
2903,14321,374.95,2026-01-25
2904,23902,99.81,2026-01-25
2905,14068,59.96,2026-01-25
2906,18085,6.33,2026-01-25
2907,2623,149.48,2026-01-25
2908,3345,0.12,2026-01-25
2909,10495,0.34,2026-01-25
2910,20745,48.61,2026-01-25
2911,7998,0.23,2026-01-25
2912,24904,0.73,2026-01-25
2913,3343,61.02,2026-01-25
2914,10236,25.86,2026-01-25
2915,23459,4.94,2026-01-25
2916,7883,44.29,2026-01-25
2917,5162,17.46,2026-01-25
2918,19888,0.29,2026-01-25
2919,2283,0.68,2026-01-25
2920,10863,0.38,2026-01-25
2921,1184,3.16,2026-01-25
2922,790,58.24,2026-01-25
2923,26271,26.88,2026-01-25
2924,7796,33.51,2026-01-25
2925,6552,0.30,2026-01-25
2926,5942,0.13,2026-01-25
2927,17699,0.45,2026-01-25
2928,23762,0.24,2026-01-25
2929,16677,0.54,2026-01-25
2930,16507,1.97,2026-01-25
2931,6225,4.68,2026-01-25
2932,90,3.81,2026-01-25
2933,14349,2.85,2026-01-25
2934,20139,0.81,2026-01-25
2935,24732,10.00,2026-01-25
2936,1261,3.39,2026-01-25
2937,20597,2.60,2026-01-25
2938,17014,0.35,2026-01-25
2939,11695,0.57,2026-01-25
2940,22912,0.82,2026-01-25
2941,12382,11.49,2026-01-25
2942,23763,8.13,2026-01-25
2943,19140,9.82,2026-01-25
2944,2242,0.50,2026-01-25
2945,17861,0.73,2026-01-25
2946,16661,1.73,2026-01-25
2947,19460,14.86,2026-01-25
2948,3066,11.17,2026-01-25
2949,18723,15.95,2026-01-25
2950,13678,16.55,2026-01-25
2951,16363,441.10,2026-01-25
2952,10818,250.00,2026-01-25
2953,13560,2.28,2026-01-25
2954,13262,5.09,2026-01-25
2955,14558,0.09,2026-01-25
2956,6819,0.17,2026-01-25
2957,6414,1.51,2026-01-25
2958,21224,0.41,2026-01-25
2959,580,1.52,2026-01-25
2960,24930,4.50,2026-01-25
2961,22111,0.19,2026-01-25
2962,15834,1.47,2026-01-25
2963,1125,0.28,2026-01-25
2964,9840,0.28,2026-01-25
2965,19785,1.06,2026-01-25
2966,9587,5.60,2026-01-25
2967,14639,8.45,2026-01-25
2968,15575,1.85,2026-01-25
2969,16919,11.56,2026-01-25
2970,764,0.13,2026-01-25
2971,14926,0.25,2026-01-25
2972,23011,0.22,2026-01-25
2973,26373,0.55,2026-01-25
2974,10020,0.10,2026-01-25
2975,15978,0.24,2026-01-25
2976,18986,0.35,2026-01-25
2977,9135,0.33,2026-01-25
2978,10201,1.47,2026-01-25
2979,18408,4.54,2026-01-25
2980,17319,0.44,2026-01-25
2981,9354,2.61,2026-01-25
2982,22495,3.55,2026-01-25
2983,25015,5.74,2026-01-25
2984,12117,0.56,2026-01-25
2985,4430,1.19,2026-01-25
2986,15075,76.39,2026-01-25
2987,15046,30.35,2026-01-25
2988,24475,61.55,2026-01-25
2989,15167,23.44,2026-01-25
2990,24961,32.33,2026-01-25
2991,18633,9.05,2026-01-25
2992,5881,36.19,2026-01-25
2993,26257,24.66,2026-01-25
2994,15109,13.86,2026-01-25
2995,9946,8.39,2026-01-25
2996,1432,1.26,2026-01-25
2997,25820,5.14,2026-01-25
2998,17046,0.47,2026-01-25
2999,2146,0.23,2026-01-25
3000,1917,1.08,2026-01-25
3001,21660,5.62,2026-01-25
3002,2894,0.30,2026-01-25
3003,13483,0.19,2026-01-25
3004,2324,0.72,2026-01-25
3005,25030,0.21,2026-01-25
3006,2980,0.12,2026-01-25
3007,6720,0.26,2026-01-25
3008,12369,35.55,2026-01-25
3009,12412,16.23,2026-01-25
3010,19074,1.28,2026-01-25
3011,7634,14.55,2026-01-25
3012,9718,0.11,2026-01-25
3013,1697,0.43,2026-01-25
3014,26556,0.18,2026-01-25
3015,20688,0.40,2026-01-25
3016,15122,0.88,2026-01-25
3017,7685,7.45,2026-01-25
3018,22927,1.88,2026-01-25
3019,12007,21.00,2026-01-25
3020,9430,0.25,2026-01-25
3021,16386,0.44,2026-01-25
3022,10134,0.52,2026-01-25
3023,7126,3.11,2026-01-25
3024,24232,25.94,2026-01-25
3025,19309,0.08,2026-01-25
3026,20953,0.24,2026-01-25
3027,6739,291.99,2026-01-25
3028,1849,80.83,2026-01-25
3029,25238,2.09,2026-01-25
3030,3743,15.27,2026-01-25
3031,14691,0.41,2026-01-25
3032,22319,0.49,2026-01-25
3033,14192,61.58,2026-01-25
3034,2300,61.37,2026-01-25
3035,22061,50.00,2026-01-25
3036,6006,0.19,2026-01-25
3037,17393,0.74,2026-01-25
3038,19174,90.64,2026-01-25
3039,8884,499.99,2026-01-25
3040,17124,0.14,2026-01-25
3041,19408,0.43,2026-01-25
3042,760,4.46,2026-01-25
3043,17828,32.28,2026-01-25
3044,2905,0.27,2026-01-25
3045,24467,0.20,2026-01-25
3046,18630,1.50,2026-01-25
3047,15348,1.82,2026-01-25
3048,15657,4.95,2026-01-25
3049,15350,3.12,2026-01-25
3050,13809,138.19,2026-01-25
3051,25423,60.31,2026-01-25
3052,6688,10.91,2026-01-25
3053,9505,6.95,2026-01-25
3054,21494,1.42,2026-01-25
3055,8147,25.31,2026-01-25
3056,19960,1.83,2026-01-25
3057,1898,349.99,2026-01-25
3058,12779,69.89,2026-01-25
3059,17579,59.56,2026-01-25
3060,20268,0.39,2026-01-25
3061,5503,0.80,2026-01-25
3062,20303,40.49,2026-01-25
3063,20951,21.84,2026-01-25
3064,18040,0.53,2026-01-25
3065,8459,1.06,2026-01-25
3066,14998,0.23,2026-01-25
3067,10772,0.38,2026-01-25
3068,16086,0.79,2026-01-25
3069,15153,2.34,2026-01-25
3070,13061,0.30,2026-01-25
3071,18921,2.05,2026-01-25
3072,26805,23.61,2026-01-25
3073,16860,14.89,2026-01-25
3074,7624,0.22,2026-01-25
3075,19942,1.18,2026-01-25
3076,16294,0.93,2026-01-25
3077,5016,9.25,2026-01-25
3078,15080,0.14,2026-01-25
3079,22644,0.21,2026-01-25
3080,13495,9.28,2026-01-25
3081,10888,3.55,2026-01-25
3082,6308,19.82,2026-01-25
3083,13532,4.68,2026-01-25
3084,5331,8.12,2026-01-25
3085,12031,33.96,2026-01-25
3086,18821,0.20,2026-01-25
3087,13733,0.07,2026-01-25
3088,24491,84.05,2026-01-25
3089,23376,27.93,2026-01-25
3090,8255,28.58,2026-01-25
3091,9013,58.53,2026-01-25
3092,11913,28.38,2026-01-25
3093,4587,42.92,2026-01-25
3094,21219,50.27,2026-01-25
3095,17565,0.80,2026-01-25
3096,2863,0.15,2026-01-25
3097,18719,0.80,2026-01-25
3098,3947,1.23,2026-01-25
3099,7665,17.91,2026-01-25
3100,20223,4.39,2026-01-25
3101,12056,0.73,2026-01-25
3102,14533,4.06,2026-01-25
3103,12580,46.13,2026-01-25
3104,25528,183.71,2026-01-25
3105,20652,0.37,2026-01-25
3106,4436,0.76,2026-01-25
3107,4582,2.09,2026-01-25
3108,10544,5.08,2026-01-25
3109,3603,60.00,2026-01-25
3110,2742,0.86,2026-01-25
3111,24595,2.30,2026-01-25
3112,2872,12.65,2026-01-25
3113,18472,8.40,2026-01-25
3114,7917,2.88,2026-01-25
3115,20106,5.23,2026-01-25
3116,22896,0.28,2026-01-25
3117,21211,0.57,2026-01-25
3118,26221,9.06,2026-01-25
3119,6854,0.20,2026-01-25
3120,2480,0.41,2026-01-25
3121,12760,0.27,2026-01-25
3122,11226,0.52,2026-01-25
3123,24784,6.32,2026-01-25
3124,22769,0.10,2026-01-25
3125,7913,0.20,2026-01-25
3126,10783,0.43,2026-01-25
3127,16871,0.17,2026-01-25
3128,17585,1.88,2026-01-25
3129,12654,0.09,2026-01-25
3130,24578,0.25,2026-01-25
3131,9389,0.35,2026-01-25
3132,18293,0.76,2026-01-25
3133,24459,12.49,2026-01-25
3134,5104,18.99,2026-01-25
3135,15545,75.55,2026-01-25
3136,21813,12.26,2026-01-25
3137,15956,0.18,2026-01-25
3138,13206,0.41,2026-01-25
3139,7728,8.22,2026-01-25
3140,21714,6.00,2026-01-25
3141,11275,1.06,2026-01-25
3142,2079,11.20,2026-01-25
3143,16532,1.19,2026-01-25
3144,23329,1.22,2026-01-25
3145,12962,1.08,2026-01-25
3146,18185,7.58,2026-01-25
3147,23523,5.02,2026-01-25
3148,9300,92.26,2026-01-25
3149,7060,32.07,2026-01-25
3150,22379,0.59,2026-01-25
3151,9592,0.60,2026-01-25
3152,23686,73.04,2026-01-25
3153,24967,8.83,2026-01-25
3154,21652,4.36,2026-01-25
3155,11095,4.94,2026-01-25
3156,3851,0.18,2026-01-25
3157,16285,1.68,2026-01-25
3158,14160,9.07,2026-01-25
3159,22108,7.64,2026-01-25
3160,14113,0.16,2026-01-25
3161,12611,0.60,2026-01-25
3162,8972,38.07,2026-01-25
3163,2622,22.49,2026-01-25
3164,8087,0.20,2026-01-25
3165,19861,0.57,2026-01-25
3166,14079,2.05,2026-01-25
3167,15602,5.45,2026-01-25
3168,6119,1799.99,2026-01-25
3169,16108,429.33,2026-01-25
3170,22918,37.67,2026-01-25
3171,12027,158.67,2026-01-25
3172,22411,45.81,2026-01-25
3173,25792,6.69,2026-01-25
3174,2144,1.14,2026-01-25
3175,1369,5.95,2026-01-25
3176,1955,51.38,2026-01-25
3177,23328,65.45,2026-01-25
3178,20891,7.94,2026-01-25
3179,20676,100.56,2026-01-25
3180,7309,237.50,2026-01-25
3181,1594,82.85,2026-01-25
3182,14889,45.51,2026-01-25
3183,20976,23.04,2026-01-25
3184,977,23.74,2026-01-25
3185,15828,78.32,2026-01-25
3186,19617,22.89,2026-01-25
3187,16597,7.95,2026-01-25
3188,5737,10.50,2026-01-25
3189,8046,16.22,2026-01-25
3190,16482,6.09,2026-01-25
3191,23858,72.68,2026-01-25
3192,15021,0.33,2026-01-25
3193,15813,0.80,2026-01-25
3194,15148,2.54,2026-01-25
3195,26280,18.97,2026-01-25
3196,8968,16.21,2026-01-25
3197,4029,21.38,2026-01-25
3198,644,33.39,2026-01-25
3199,7947,41.05,2026-01-25
3200,8682,33.18,2026-01-25
3201,2059,18.21,2026-01-25
3202,11453,8.73,2026-01-25
3203,4166,2.91,2026-01-25
3204,13887,59.80,2026-01-25
3205,18328,0.49,2026-01-25
3206,19907,0.60,2026-01-25
3207,24615,25.20,2026-01-25
3208,23911,17.49,2026-01-25
3209,1739,25.96,2026-01-25
3210,23554,35.56,2026-01-25
3211,7628,14.41,2026-01-25
3212,15266,15.23,2026-01-25
3213,19677,0.06,2026-01-25
3214,25155,0.17,2026-01-25
3215,3197,0.34,2026-01-25
3216,4716,2.09,2026-01-25
3217,18802,0.15,2026-01-25
3218,262,0.39,2026-01-25
3219,6283,10.01,2026-01-25
3220,12617,0.66,2026-01-25
3221,11076,2.50,2026-01-25
3222,18696,9.41,2026-01-25
3223,19881,0.23,2026-01-25
3224,25631,0.63,2026-01-25
3225,8096,1.12,2026-01-25
3226,26488,0.35,2026-01-25
3227,25958,9.86,2026-01-25
3228,8108,0.65,2026-01-25
3229,10745,4.82,2026-01-25
3230,12609,0.30,2026-01-25
3231,2063,0.56,2026-01-25
3232,25388,0.09,2026-01-25
3233,8635,0.29,2026-01-25
3234,5846,1.12,2026-01-25
3235,6358,5.00,2026-01-25
3236,2412,94.95,2026-01-25
3237,12622,99.50,2026-01-25
3238,3781,0.17,2026-01-25
3239,24153,0.29,2026-01-25
3240,16843,2.14,2026-01-25
3241,24204,16.62,2026-01-25
3242,22863,0.22,2026-01-25
3243,20992,1.76,2026-01-25
3244,4845,0.20,2026-01-25
3245,24169,0.53,2026-01-25
3246,13384,1.18,2026-01-25
3247,4575,5.82,2026-01-25
3248,13398,0.97,2026-01-25
3249,17106,2.57,2026-01-25
3250,20136,2.38,2026-01-25
3251,22897,7.23,2026-01-25
3252,25913,7.79,2026-01-25
3253,9522,0.39,2026-01-25
3254,21755,0.45,2026-01-25
3255,20701,0.82,2026-01-25
3256,16673,4.20,2026-01-25
3257,476,0.94,2026-01-25
3258,14681,1.46,2026-01-25
3259,13536,1.25,2026-01-25
3260,22747,16.00,2026-01-25
3261,858,10.86,2026-01-25
3262,22270,69.69,2026-01-25
3263,26088,1.43,2026-01-25
3264,16268,3.64,2026-01-25
3265,4083,0.11,2026-01-25
3266,10458,0.24,2026-01-25
3267,508,1.76,2026-01-25
3268,19439,38.93,2026-01-25
3269,21603,0.18,2026-01-25
3270,26788,0.28,2026-01-25
3271,16193,33.62,2026-01-25
3272,18401,10.76,2026-01-25
3273,4336,12.59,2026-01-25
3274,25038,6.85,2026-01-25
3275,371,60.32,2026-01-25
3276,22161,27.97,2026-01-25
3277,25557,180.99,2026-01-25
3278,15900,0.43,2026-01-25
3279,18897,1.03,2026-01-25
3280,25801,0.18,2026-01-25
3281,20844,0.32,2026-01-25
3282,8273,0.40,2026-01-25
3283,16856,0.70,2026-01-25
3284,13198,7.08,2026-01-25
3285,12209,6.99,2026-01-25
3286,2070,2.22,2026-01-25
3287,769,7.11,2026-01-25
3288,9882,0.27,2026-01-25
3289,21972,0.77,2026-01-25
3290,17085,0.18,2026-01-25
3291,11956,0.45,2026-01-25
3292,23477,111.99,2026-01-25
3293,6222,35.56,2026-01-25
3294,1481,3.14,2026-01-25
3295,11607,7.18,2026-01-25
3296,20205,1.56,2026-01-25
3297,17157,4.00,2026-01-25
3298,934,0.30,2026-01-25
3299,13012,1.90,2026-01-25
3300,11051,0.27,2026-01-25
3301,10391,0.11,2026-01-25
3302,6144,69.98,2026-01-25
3303,26076,300.00,2026-01-25
3304,14398,2.12,2026-01-25
3305,9055,40.78,2026-01-25
3306,5875,25.63,2026-01-25
3307,24862,4.81,2026-01-25
3308,6956,16.00,2026-01-25
3309,21090,120.77,2026-01-25
3310,9966,97.44,2026-01-25
3311,15626,3.20,2026-01-25
3312,19893,5.61,2026-01-25
3313,26863,9.00,2026-01-25
3314,113,157.50,2026-01-25
3315,23401,43.34,2026-01-25
3316,17567,6.24,2026-01-25
3317,3002,6.04,2026-01-25
3318,15067,11.92,2026-01-25
3319,16986,5.37,2026-01-25
3320,9476,19.74,2026-01-25
3321,9350,0.11,2026-01-25
3322,16648,0.29,2026-01-25
3323,23238,3.04,2026-01-25
3324,6660,28.20,2026-01-25
3325,12708,23.48,2026-01-25
3326,12308,12.66,2026-01-25
3327,3833,0.43,2026-01-25
3328,11925,0.79,2026-01-25
3329,12987,1.08,2026-01-25
3330,3847,4.59,2026-01-25
3331,3095,0.30,2026-01-25
3332,4291,2.10,2026-01-25
3333,25746,0.13,2026-01-25
3334,7519,0.41,2026-01-25
3335,21163,202.79,2026-01-25
3336,9087,7.05,2026-01-25
3337,23726,13.98,2026-01-25
3338,6903,11.27,2026-01-25
3339,13108,0.30,2026-01-25
3340,18306,0.86,2026-01-25
3341,11033,0.29,2026-01-25
3342,12481,0.11,2026-01-25
3343,3209,108.22,2026-01-25
3344,23390,25.04,2026-01-25
3345,14321,374.95,2026-01-25
3346,23902,99.81,2026-01-25
3347,14068,59.96,2026-01-25
3348,18085,6.33,2026-01-25
3349,2623,149.48,2026-01-25
3350,3345,0.12,2026-01-25
3351,10495,0.34,2026-01-25
3352,20745,48.61,2026-01-25
3353,7998,0.23,2026-01-25
3354,24904,0.73,2026-01-25
3355,3343,61.02,2026-01-25
3356,10236,25.86,2026-01-25
3357,23459,4.94,2026-01-25
3358,7883,44.29,2026-01-25
3359,5162,17.46,2026-01-25
3360,19888,0.29,2026-01-25
3361,2283,0.68,2026-01-25
3362,10863,0.38,2026-01-25
3363,1184,3.16,2026-01-25
3364,790,58.24,2026-01-25
3365,26271,26.88,2026-01-25
3366,7796,33.51,2026-01-25
3367,6552,0.30,2026-01-25
3368,5942,0.13,2026-01-25
3369,17699,0.45,2026-01-25
3370,23762,0.24,2026-01-25
3371,16677,0.54,2026-01-25
3372,16507,1.97,2026-01-25
3373,6225,4.68,2026-01-25
3374,90,3.81,2026-01-25
3375,14349,2.85,2026-01-25
3376,24732,10.00,2026-01-25
3377,1261,3.39,2026-01-25
3378,20597,2.60,2026-01-25
3379,17014,0.35,2026-01-25
3380,11695,0.57,2026-01-25
3381,22912,0.82,2026-01-25
3382,12382,11.49,2026-01-25
3383,23763,8.13,2026-01-25
3384,19140,9.82,2026-01-25
3385,2242,0.50,2026-01-25
3386,17861,0.73,2026-01-25
3387,16661,1.73,2026-01-25
3388,19460,14.86,2026-01-25
3389,3066,11.17,2026-01-25
3390,18723,15.95,2026-01-25
3391,13678,16.55,2026-01-25
3392,16363,441.10,2026-01-25
3393,10818,250.00,2026-01-25
3394,13560,2.28,2026-01-25
3395,13262,5.09,2026-01-25
3396,14558,0.09,2026-01-25
3397,6819,0.17,2026-01-25
3398,6414,1.51,2026-01-25
3399,21224,0.41,2026-01-25
3400,580,1.52,2026-01-25
3401,24930,4.50,2026-01-25
3402,22111,0.19,2026-01-25
3403,15834,1.47,2026-01-25
3404,1125,0.28,2026-01-25
3405,9840,0.28,2026-01-25
3406,19785,1.06,2026-01-25
3407,9587,5.60,2026-01-25
3408,14639,8.45,2026-01-25
3409,15575,1.85,2026-01-25
3410,16919,11.56,2026-01-25
3411,764,0.13,2026-01-25
3412,14926,0.25,2026-01-25
3413,23011,0.22,2026-01-25
3414,26373,0.55,2026-01-25
3415,10020,0.10,2026-01-25
3416,15978,0.24,2026-01-25
3417,18986,0.35,2026-01-25
3418,9135,0.33,2026-01-25
3419,10201,1.47,2026-01-25
3420,18408,4.54,2026-01-25
3421,17319,0.44,2026-01-25
3422,9354,2.61,2026-01-25
3423,22495,3.55,2026-01-25
3424,23915,0.39,2026-01-25
3425,25015,5.74,2026-01-25
3426,12117,0.56,2026-01-25
3427,4430,1.19,2026-01-25
3428,15075,76.39,2026-01-25
3429,15046,30.35,2026-01-25
3430,24475,61.55,2026-01-25
3431,15167,23.44,2026-01-25
3432,24961,32.33,2026-01-25
3433,18633,9.05,2026-01-25
3434,5881,36.19,2026-01-25
3435,26257,24.66,2026-01-25
3436,15109,13.86,2026-01-25
3437,9946,8.39,2026-01-25
3438,1432,1.26,2026-01-25
3439,25820,5.14,2026-01-25
3440,17046,0.47,2026-01-25
3441,2146,0.23,2026-01-25
3442,1917,1.08,2026-01-25
3443,21660,5.62,2026-01-25
3444,2894,0.30,2026-01-25
3445,13483,0.19,2026-01-25
3446,2324,0.72,2026-01-25
3447,25030,0.21,2026-01-25
3448,2980,0.12,2026-01-25
3449,6720,0.26,2026-01-25
3450,12369,35.55,2026-01-25
3451,12412,16.23,2026-01-25
3452,19074,1.28,2026-01-25
3453,7634,14.55,2026-01-25
3454,9718,0.11,2026-01-25
3455,1697,0.43,2026-01-25
3456,26556,0.18,2026-01-25
3457,20688,0.40,2026-01-25
3458,15122,0.88,2026-01-25
3459,7685,7.45,2026-01-25
3460,22927,1.88,2026-01-25
3461,12007,21.00,2026-01-25
3462,9430,0.25,2026-01-25
3463,16386,0.44,2026-01-25
3464,10134,0.52,2026-01-25
3465,7126,3.11,2026-01-25
3466,24232,25.94,2026-01-25
3467,19309,0.08,2026-01-25
3468,20953,0.24,2026-01-25
3469,6739,291.99,2026-01-25
3470,1849,80.83,2026-01-25
3471,25238,2.09,2026-01-25
3472,3743,15.27,2026-01-25
3473,14691,0.41,2026-01-25
3474,22319,0.49,2026-01-25
3475,14192,61.58,2026-01-25
3476,2300,61.37,2026-01-25
3477,22061,50.00,2026-01-25
3478,6006,0.19,2026-01-25
3479,17393,0.74,2026-01-25
3480,19174,90.64,2026-01-25
3481,8884,499.99,2026-01-25
3482,17124,0.14,2026-01-25
3483,19408,0.43,2026-01-25
3484,760,4.46,2026-01-25
3485,17828,32.28,2026-01-25
3486,2905,0.27,2026-01-25
3487,24467,0.20,2026-01-25
3488,18630,1.50,2026-01-25
3489,15348,1.82,2026-01-25
3490,15657,4.95,2026-01-25
3491,15350,3.12,2026-01-25
3492,13809,138.19,2026-01-25
3493,25423,60.31,2026-01-25
3494,6688,10.91,2026-01-25
3495,9505,6.95,2026-01-25
3496,21494,1.42,2026-01-25
3497,8147,25.31,2026-01-25
3498,19960,1.83,2026-01-25
3499,1898,349.99,2026-01-25
3500,12779,69.89,2026-01-25
3501,17579,59.56,2026-01-25
3502,20268,0.39,2026-01-25
3503,5503,0.80,2026-01-25
3504,20303,40.49,2026-01-25
3505,20951,21.84,2026-01-25
3506,18040,0.53,2026-01-25
3507,8459,1.06,2026-01-25
3508,14998,0.23,2026-01-25
3509,10772,0.38,2026-01-25
3510,16086,0.79,2026-01-25
3511,15153,2.34,2026-01-25
3512,13061,0.30,2026-01-25
3513,18921,2.05,2026-01-25
3514,26805,23.61,2026-01-25
3515,16860,14.89,2026-01-25
3516,7624,0.22,2026-01-25
3517,19942,1.18,2026-01-25
3518,16294,0.93,2026-01-25
3519,5016,9.25,2026-01-25
3520,15080,0.14,2026-01-25
3521,22644,0.21,2026-01-25
3522,13495,9.28,2026-01-25
3523,10888,3.55,2026-01-25
3524,6308,19.82,2026-01-25
3525,13532,4.68,2026-01-25
3526,8871,0.18,2026-01-25
3527,15660,0.43,2026-01-25
3528,18322,0.20,2026-01-25
3529,4428,0.52,2026-01-25
