issue_id,creator_id,role
823,204,Writer
823,333,Penciler
824,42,Writer
824,437,Penciler
825,169,Writer
825,437,Penciler
826,346,Writer
826,440,Penciler
827,274,Writer
827,195,Penciler
828,489,Writer
828,163,Penciler
829,321,Writer
829,368,Penciler
830,455,Writer
830,389,Penciler
831,250,Writer
831,447,Penciler
832,278,Writer
832,19,Penciler
833,317,Writer
833,36,Penciler
834,121,Writer
834,324,Penciler
835,351,Writer
835,472,Penciler
836,148,Writer
836,117,Penciler
837,383,Writer
837,47,Penciler
838,223,Writer
838,51,Penciler
839,390,Writer
839,325,Penciler
840,361,Writer
840,447,Penciler
841,52,Writer
841,228,Penciler
842,86,Writer
842,356,Penciler
843,154,Writer
843,463,Penciler
844,15,Writer
844,24,Penciler
845,167,Writer
845,408,Penciler
846,29,Writer
846,151,Penciler
847,184,Writer
847,192,Penciler
848,221,Writer
848,75,Penciler
849,126,Writer
849,272,Penciler
850,211,Writer
850,290,Penciler
851,350,Writer
851,406,Penciler
852,93,Writer
852,88,Penciler
853,90,Writer
853,41,Penciler
854,313,Writer
854,446,Penciler
855,196,Writer
855,318,Penciler
856,350,Writer
856,124,Penciler
857,255,Writer
857,468,Penciler
858,299,Writer
858,74,Penciler
859,119,Writer
859,237,Penciler
860,327,Writer
860,131,Penciler
861,236,Writer
861,131,Penciler
862,342,Writer
862,5,Penciler
863,461,Writer
863,412,Penciler
864,239,Writer
864,462,Penciler
865,148,Writer
865,347,Penciler
866,280,Writer
866,81,Penciler
867,38,Writer
867,227,Penciler
868,484,Writer
868,177,Penciler
869,301,Writer
869,154,Penciler
870,328,Writer
870,493,Penciler
871,218,Writer
871,354,Penciler
872,129,Writer
872,234,Penciler
873,433,Writer
873,155,Penciler
874,102,Writer
874,197,Penciler
875,437,Writer
875,248,Penciler
876,55,Writer
876,122,Penciler
877,196,Writer
877,293,Penciler
878,184,Writer
878,295,Penciler
879,152,Writer
879,359,Penciler
880,152,Writer
880,12,Penciler
881,425,Writer
881,338,Penciler
882,203,Writer
882,141,Penciler
883,5,Writer
883,290,Penciler
884,443,Writer
884,352,Penciler
885,399,Writer
885,382,Penciler
886,499,Writer
886,26,Penciler
887,467,Writer
887,311,Penciler
888,382,Writer
888,255,Penciler
889,427,Writer
889,463,Penciler
890,463,Writer
890,147,Penciler
891,398,Writer
891,410,Penciler
892,118,Writer
892,311,Penciler
893,411,Writer
893,181,Penciler
894,113,Writer
894,326,Penciler
895,98,Writer
895,318,Penciler
896,129,Writer
896,348,Penciler
897,387,Writer
897,370,Penciler
898,393,Writer
898,338,Penciler
899,349,Writer
899,430,Penciler
900,71,Writer
900,322,Penciler
901,50,Writer
901,463,Penciler
902,322,Writer
902,331,Penciler
903,21,Writer
903,159,Penciler
904,404,Writer
904,226,Penciler
905,18,Writer
905,297,Penciler
906,187,Writer
906,375,Penciler
907,68,Writer
907,47,Penciler
908,466,Writer
908,152,Penciler
909,168,Writer
909,383,Penciler
910,213,Writer
910,90,Penciler
911,103,Writer
911,68,Penciler
912,403,Writer
912,277,Penciler
913,449,Writer
913,498,Penciler
914,188,Writer
914,272,Penciler
915,257,Writer
915,468,Penciler
916,140,Writer
916,426,Penciler
917,85,Writer
917,132,Penciler
918,468,Writer
918,423,Penciler
919,484,Writer
919,247,Penciler
920,496,Writer
920,413,Penciler
921,152,Writer
921,383,Penciler
922,446,Writer
922,174,Penciler
923,412,Writer
923,59,Penciler
924,240,Writer
924,494,Penciler
925,39,Writer
925,73,Penciler
926,387,Writer
926,495,Penciler
927,116,Writer
927,441,Penciler
928,347,Writer
928,371,Penciler
929,346,Writer
929,204,Penciler
930,496,Writer
930,434,Penciler
931,412,Writer
931,286,Penciler
932,188,Writer
932,47,Penciler
933,405,Writer
933,203,Penciler
934,8,Writer
934,136,Penciler
935,275,Writer
935,64,Penciler
936,233,Writer
936,189,Penciler
937,345,Writer
937,384,Penciler
938,345,Writer
938,135,Penciler
939,300,Writer
939,196,Penciler
940,422,Writer
940,327,Penciler
941,482,Writer
941,191,Penciler
942,56,Writer
942,346,Penciler
943,120,Writer
943,242,Penciler
944,13,Writer
944,318,Penciler
945,453,Writer
945,483,Penciler
946,288,Writer
946,168,Penciler
947,469,Writer
947,313,Penciler
948,114,Writer
948,332,Penciler
949,33,Writer
949,326,Penciler
950,422,Writer
950,238,Penciler
951,466,Writer
951,359,Penciler
952,155,Writer
952,333,Penciler
953,210,Writer
953,60,Penciler
954,72,Writer
954,24,Penciler
955,485,Writer
955,20,Penciler
956,156,Writer
956,253,Penciler
957,60,Writer
957,50,Penciler
958,121,Writer
958,455,Penciler
959,276,Writer
959,70,Penciler
960,199,Writer
960,233,Penciler
961,190,Writer
961,344,Penciler
962,487,Writer
962,381,Penciler
963,357,Writer
963,485,Penciler
964,277,Writer
964,215,Penciler
965,301,Writer
965,381,Penciler
966,373,Writer
966,80,Penciler
967,454,Writer
967,213,Penciler
968,336,Writer
968,51,Penciler
969,427,Writer
969,251,Penciler
970,316,Writer
970,209,Penciler
971,481,Writer
971,488,Penciler
972,144,Writer
972,17,Penciler
973,354,Writer
973,190,Penciler
974,112,Writer
974,228,Penciler
975,228,Writer
975,487,Penciler
976,121,Writer
976,438,Penciler
977,186,Writer
977,51,Penciler
978,352,Writer
978,189,Penciler
979,279,Writer
979,462,Penciler
980,331,Writer
980,184,Penciler
981,32,Writer
981,204,Penciler
982,142,Writer
982,98,Penciler
983,496,Writer
983,63,Penciler
984,486,Writer
984,435,Penciler
985,422,Writer
985,233,Penciler
986,47,Writer
986,340,Penciler
987,109,Writer
987,329,Penciler
988,328,Writer
988,306,Penciler
989,498,Writer
989,11,Penciler
990,26,Writer
990,403,Penciler
991,171,Writer
991,125,Penciler
992,65,Writer
992,403,Penciler
993,290,Writer
993,106,Penciler
994,36,Writer
994,425,Penciler
995,392,Writer
995,284,Penciler
996,107,Writer
996,301,Penciler
997,111,Writer
997,417,Penciler
998,446,Writer
998,120,Penciler
999,169,Writer
999,397,Penciler
1000,76,Writer
1000,404,Penciler
1001,462,Writer
1001,306,Penciler
1002,2,Writer
1002,142,Penciler
1003,440,Writer
1003,75,Penciler
1004,67,Writer
1004,277,Penciler
1005,129,Writer
1005,409,Penciler
1006,90,Writer
1006,57,Penciler
1007,339,Writer
1007,444,Penciler
1008,14,Writer
1008,68,Penciler
1009,8,Writer
1009,184,Penciler
1010,405,Writer
1010,404,Penciler
1011,122,Writer
1011,302,Penciler
1012,166,Writer
1012,9,Penciler
1013,90,Writer
1013,136,Penciler
1014,27,Writer
1014,65,Penciler
1015,380,Writer
1015,216,Penciler
1016,270,Writer
1016,59,Penciler
1017,382,Writer
1017,33,Penciler
1018,244,Writer
1018,230,Penciler
1019,399,Writer
1019,186,Penciler
1020,263,Writer
1020,304,Penciler
1021,56,Writer
1021,232,Penciler
1022,258,Writer
1022,114,Penciler
1023,485,Writer
1023,315,Penciler
1024,23,Writer
1024,373,Penciler
1025,402,Writer
1025,466,Penciler
1026,444,Writer
1026,338,Penciler
1027,267,Writer
1027,155,Penciler
1028,235,Writer
1028,330,Penciler
1029,494,Writer
1029,16,Penciler
1030,32,Writer
1030,246,Penciler
1031,434,Writer
1031,206,Penciler
1032,219,Writer
1032,352,Penciler
1033,56,Writer
1033,252,Penciler
1034,365,Writer
1034,466,Penciler
1035,228,Writer
1035,38,Penciler
1036,461,Writer
1036,42,Penciler
1037,165,Writer
1037,312,Penciler
1038,76,Writer
1038,34,Penciler
1039,65,Writer
1039,141,Penciler
1040,320,Writer
1040,325,Penciler
1041,300,Writer
1041,281,Penciler
1042,365,Writer
1042,167,Penciler
1043,196,Writer
1043,306,Penciler
1044,272,Writer
1044,151,Penciler
1045,233,Writer
1045,259,Penciler
1046,310,Writer
1046,221,Penciler
1047,51,Writer
1047,407,Penciler
1048,360,Writer
1048,59,Penciler
1049,437,Writer
1049,336,Penciler
1050,334,Writer
1050,450,Penciler
1051,394,Writer
1051,283,Penciler
1052,370,Writer
1052,444,Penciler
1053,111,Writer
1053,221,Penciler
1054,232,Writer
1054,455,Penciler
1055,117,Writer
1055,212,Penciler
1056,174,Writer
1056,424,Penciler
1057,233,Writer
1057,205,Penciler
1058,213,Writer
1058,374,Penciler
1059,49,Writer
1059,161,Penciler
1060,219,Writer
1060,161,Penciler
1061,341,Writer
1061,131,Penciler
1062,192,Writer
1062,489,Penciler
1063,79,Writer
1063,352,Penciler
1064,473,Writer
1064,243,Penciler
1065,35,Writer
1065,47,Penciler
1066,426,Writer
1066,44,Penciler
1067,48,Writer
1067,222,Penciler
1068,50,Writer
1068,382,Penciler
1069,379,Writer
1069,191,Penciler
1070,416,Writer
1070,67,Penciler
1071,285,Writer
1071,31,Penciler
1072,301,Writer
1072,490,Penciler
1073,288,Writer
1073,288,Penciler
1074,169,Writer
1074,344,Penciler
1075,63,Writer
1075,211,Penciler
1076,182,Writer
1076,448,Penciler
1077,341,Writer
1077,482,Penciler
1078,385,Writer
1078,217,Penciler
1079,445,Writer
1079,469,Penciler
1080,370,Writer
1080,27,Penciler
1081,496,Writer
1081,148,Penciler
1082,308,Writer
1082,160,Penciler
1083,181,Writer
1083,54,Penciler
1084,296,Writer
1084,260,Penciler
1085,109,Writer
1085,80,Penciler
1086,337,Writer
1086,247,Penciler
1087,115,Writer
1087,434,Penciler
1088,56,Writer
1088,180,Penciler
1089,433,Writer
1089,285,Penciler
1090,189,Writer
1090,59,Penciler
1091,391,Writer
1091,143,Penciler
1092,294,Writer
1092,116,Penciler
1093,414,Writer
1093,220,Penciler
1094,433,Writer
1094,288,Penciler
1095,499,Writer
1095,393,Penciler
1096,420,Writer
1096,319,Penciler
1097,315,Writer
1097,346,Penciler
1098,330,Writer
1098,286,Penciler
1099,14,Writer
1099,312,Penciler
1100,476,Writer
1100,337,Penciler
1101,425,Writer
1101,356,Penciler
1102,137,Writer
1102,15,Penciler
1103,93,Writer
1103,140,Penciler
1104,360,Writer
1104,391,Penciler
1105,159,Writer
1105,472,Penciler
1106,174,Writer
1106,180,Penciler
1107,4,Writer
1107,93,Penciler
1108,446,Writer
1108,74,Penciler
1109,290,Writer
1109,337,Penciler
1110,206,Writer
1110,36,Penciler
1111,73,Writer
1111,380,Penciler
1112,325,Writer
1112,498,Penciler
1113,16,Writer
1113,47,Penciler
1114,383,Writer
1114,272,Penciler
1115,111,Writer
1115,193,Penciler
1116,215,Writer
1116,233,Penciler
1117,175,Writer
1117,81,Penciler
1118,190,Writer
1118,160,Penciler
1119,370,Writer
1119,167,Penciler
1120,398,Writer
1120,483,Penciler
1121,291,Writer
1121,306,Penciler
1122,44,Writer
1122,453,Penciler
1123,27,Writer
1123,80,Penciler
1124,81,Writer
1124,387,Penciler
1125,317,Writer
1125,26,Penciler
1126,346,Writer
1126,42,Penciler
1127,140,Writer
1127,227,Penciler
1128,339,Writer
1128,218,Penciler
1129,249,Writer
1129,311,Penciler
1130,227,Writer
1130,213,Penciler
1131,140,Writer
1131,111,Penciler
1132,387,Writer
1132,263,Penciler
1133,59,Writer
1133,177,Penciler
1134,221,Writer
1134,57,Penciler
1135,146,Writer
1135,348,Penciler
1136,348,Writer
1136,304,Penciler
1137,250,Writer
1137,270,Penciler
1138,342,Writer
1138,158,Penciler
1139,24,Writer
1139,113,Penciler
1140,203,Writer
1140,307,Penciler
1141,29,Writer
1141,4,Penciler
1142,105,Writer
1142,155,Penciler
1143,485,Writer
1143,109,Penciler
1144,393,Writer
1144,71,Penciler
1145,392,Writer
1145,131,Penciler
1146,149,Writer
1146,168,Penciler
1147,62,Writer
1147,4,Penciler
1148,255,Writer
1148,383,Penciler
1149,221,Writer
1149,90,Penciler
1150,67,Writer
1150,195,Penciler
1151,273,Writer
1151,361,Penciler
1152,118,Writer
1152,257,Penciler
1153,287,Writer
1153,427,Penciler
1154,343,Writer
1154,413,Penciler
1155,182,Writer
1155,37,Penciler
1156,204,Writer
1156,442,Penciler
1157,380,Writer
1157,22,Penciler
1158,224,Writer
1158,10,Penciler
1159,236,Writer
1159,472,Penciler
1160,40,Writer
1160,442,Penciler
1161,161,Writer
1161,295,Penciler
1162,220,Writer
1162,294,Penciler
1163,208,Writer
1163,364,Penciler
1164,328,Writer
1164,214,Penciler
1165,149,Writer
1165,59,Penciler
1166,208,Writer
1166,11,Penciler
1167,495,Writer
1167,167,Penciler
1168,88,Writer
1168,411,Penciler
1169,486,Writer
1169,317,Penciler
1170,236,Writer
1170,426,Penciler
1171,354,Writer
1171,471,Penciler
1172,186,Writer
1172,46,Penciler
1173,224,Writer
1173,433,Penciler
1174,55,Writer
1174,125,Penciler
1175,224,Writer
1175,302,Penciler
1176,206,Writer
1176,269,Penciler
1177,41,Writer
1177,203,Penciler
1178,446,Writer
1178,159,Penciler
1179,382,Writer
1179,174,Penciler
1180,114,Writer
1180,171,Penciler
1181,399,Writer
1181,87,Penciler
1182,40,Writer
1182,262,Penciler
1183,325,Writer
1183,59,Penciler
1184,272,Writer
1184,262,Penciler
1185,100,Writer
1185,464,Penciler
1186,398,Writer
1186,179,Penciler
1187,180,Writer
1187,373,Penciler
1188,491,Writer
1188,420,Penciler
1189,331,Writer
1189,418,Penciler
1190,76,Writer
1190,121,Penciler
1191,53,Writer
1191,75,Penciler
1192,132,Writer
1192,102,Penciler
1193,89,Writer
1193,309,Penciler
1194,79,Writer
1194,390,Penciler
1195,389,Writer
1195,336,Penciler
1196,39,Writer
1196,91,Penciler
1197,488,Writer
1197,396,Penciler
1198,322,Writer
1198,253,Penciler
1199,238,Writer
1199,387,Penciler
1200,289,Writer
1200,390,Penciler
1201,297,Writer
1201,230,Penciler
1202,349,Writer
1202,474,Penciler
1203,452,Writer
1203,290,Penciler
1204,330,Writer
1204,326,Penciler
1205,320,Writer
1205,166,Penciler
1206,443,Writer
1206,498,Penciler
1207,322,Writer
1207,162,Penciler
1208,78,Writer
1208,226,Penciler
1209,35,Writer
1209,241,Penciler
1210,227,Writer
1210,324,Penciler
1211,156,Writer
1211,408,Penciler
1212,141,Writer
1212,303,Penciler
1213,29,Writer
1213,181,Penciler
1214,260,Writer
1214,38,Penciler
1215,159,Writer
1215,237,Penciler
1216,232,Writer
1216,20,Penciler
1217,30,Writer
1217,189,Penciler
1218,426,Writer
1218,147,Penciler
1219,40,Writer
1219,331,Penciler
1220,443,Writer
1220,438,Penciler
1221,47,Writer
1221,315,Penciler
1222,305,Writer
1222,260,Penciler
1223,197,Writer
1223,237,Penciler
1224,298,Writer
1224,284,Penciler
1225,489,Writer
1225,406,Penciler
1226,379,Writer
1226,459,Penciler
1227,22,Writer
1227,231,Penciler
1228,466,Writer
1228,415,Penciler
1229,293,Writer
1229,334,Penciler
1230,97,Writer
1230,165,Penciler
1231,310,Writer
1231,244,Penciler
1232,257,Writer
1232,78,Penciler
1233,491,Writer
1233,32,Penciler
1234,231,Writer
1234,53,Penciler
1235,416,Writer
1235,461,Penciler
1236,429,Writer
1236,176,Penciler
1237,366,Writer
1237,44,Penciler
1238,259,Writer
1238,331,Penciler
1239,89,Writer
1239,21,Penciler
1240,127,Writer
1240,363,Penciler
1241,225,Writer
1241,225,Penciler
1242,269,Writer
1242,268,Penciler
1243,313,Writer
1243,82,Penciler
1244,187,Writer
1244,191,Penciler
1245,470,Writer
1245,145,Penciler
1246,199,Writer
1246,210,Penciler
1247,397,Writer
1247,174,Penciler
1248,348,Writer
1248,307,Penciler
1249,27,Writer
1249,405,Penciler
1250,324,Writer
1250,332,Penciler
1251,172,Writer
1251,34,Penciler
1252,169,Writer
1252,49,Penciler
1253,286,Writer
1253,348,Penciler
1254,198,Writer
1254,146,Penciler
1255,130,Writer
1255,371,Penciler
1256,437,Writer
1256,337,Penciler
1257,494,Writer
1257,465,Penciler
1258,309,Writer
1258,448,Penciler
1259,77,Writer
1259,171,Penciler
1260,42,Writer
1260,299,Penciler
1261,340,Writer
1261,73,Penciler
1262,470,Writer
1262,180,Penciler
1263,159,Writer
1263,496,Penciler
1264,336,Writer
1264,358,Penciler
1265,340,Writer
1265,201,Penciler
1266,67,Writer
1266,305,Penciler
1267,363,Writer
1267,481,Penciler
1268,44,Writer
1268,159,Penciler
1269,287,Writer
1269,193,Penciler
1270,330,Writer
1270,406,Penciler
1271,169,Writer
1271,417,Penciler
1272,66,Writer
1272,344,Penciler
1273,360,Writer
1273,425,Penciler
1274,485,Writer
1274,379,Penciler
1275,351,Writer
1275,468,Penciler
1276,270,Writer
1276,48,Penciler
1277,331,Writer
1277,344,Penciler
1278,217,Writer
1278,261,Penciler
1279,186,Writer
1279,10,Penciler
1280,186,Writer
1280,159,Penciler
1281,93,Writer
1281,487,Penciler
1282,110,Writer
1282,175,Penciler
1283,486,Writer
1283,393,Penciler
1284,249,Writer
1284,99,Penciler
1285,116,Writer
1285,71,Penciler
1286,80,Writer
1286,40,Penciler
1287,152,Writer
1287,433,Penciler
1288,404,Writer
1288,52,Penciler
1289,260,Writer
1289,395,Penciler
1290,277,Writer
1290,428,Penciler
1291,379,Writer
1291,453,Penciler
1292,270,Writer
1292,20,Penciler
1293,339,Writer
1293,173,Penciler
1294,449,Writer
1294,393,Penciler
1295,317,Writer
1295,68,Penciler
1296,306,Writer
1296,193,Penciler
1297,79,Writer
1297,84,Penciler
1298,93,Writer
1298,426,Penciler
1299,355,Writer
1299,395,Penciler
1300,320,Writer
1300,415,Penciler
1301,463,Writer
1301,85,Penciler
1302,370,Writer
1302,225,Penciler
1303,23,Writer
1303,211,Penciler
1304,187,Writer
1304,347,Penciler
1305,369,Writer
1305,122,Penciler
1306,497,Writer
1306,228,Penciler
1307,313,Writer
1307,146,Penciler
1308,386,Writer
1308,384,Penciler
1309,402,Writer
1309,230,Penciler
1310,120,Writer
1310,274,Penciler
1311,123,Writer
1311,159,Penciler
1312,495,Writer
1312,415,Penciler
1313,402,Writer
1313,241,Penciler
1314,463,Writer
1314,428,Penciler
1315,100,Writer
1315,189,Penciler
1316,348,Writer
1316,485,Penciler
1317,293,Writer
1317,226,Penciler
1318,237,Writer
1318,394,Penciler
1319,145,Writer
1319,399,Penciler
1320,196,Writer
1320,258,Penciler
1321,271,Writer
1321,215,Penciler
1322,495,Writer
1322,83,Penciler
1323,419,Writer
1323,103,Penciler
1324,411,Writer
1324,310,Penciler
1325,71,Writer
1325,447,Penciler
1326,129,Writer
1326,27,Penciler
1327,329,Writer
1327,247,Penciler
1328,448,Writer
1328,191,Penciler
1329,284,Writer
1329,479,Penciler
1330,53,Writer
1330,365,Penciler
1331,434,Writer
1331,265,Penciler
1332,436,Writer
1332,64,Penciler
1333,146,Writer
1333,43,Penciler
1334,391,Writer
1334,83,Penciler
1335,140,Writer
1335,231,Penciler
1336,464,Writer
1336,263,Penciler
1337,76,Writer
1337,426,Penciler
1338,224,Writer
1338,47,Penciler
1339,485,Writer
1339,467,Penciler
1340,114,Writer
1340,419,Penciler
1341,231,Writer
1341,453,Penciler
1342,179,Writer
1342,477,Penciler
1343,14,Writer
1343,213,Penciler
1344,28,Writer
1344,203,Penciler
1345,258,Writer
1345,192,Penciler
1346,121,Writer
1346,198,Penciler
1347,42,Writer
1347,192,Penciler
1348,115,Writer
1348,15,Penciler
1349,164,Writer
1349,477,Penciler
1350,51,Writer
1350,430,Penciler
1351,366,Writer
1351,333,Penciler
1352,172,Writer
1352,406,Penciler
1353,75,Writer
1353,71,Penciler
1354,20,Writer
1354,147,Penciler
1355,470,Writer
1355,425,Penciler
1356,242,Writer
1356,357,Penciler
1357,426,Writer
1357,72,Penciler
1358,389,Writer
1358,362,Penciler
1359,241,Writer
1359,230,Penciler
1360,316,Writer
1360,3,Penciler
1361,464,Writer
1361,41,Penciler
1362,10,Writer
1362,132,Penciler
1363,111,Writer
1363,428,Penciler
1364,77,Writer
1364,281,Penciler
1365,482,Writer
1365,373,Penciler
1366,312,Writer
1366,271,Penciler
1367,217,Writer
1367,57,Penciler
1368,398,Writer
1368,148,Penciler
1369,122,Writer
1369,155,Penciler
1370,63,Writer
1370,25,Penciler
1371,123,Writer
1371,215,Penciler
1372,328,Writer
1372,407,Penciler
1373,319,Writer
1373,235,Penciler
1374,33,Writer
1374,57,Penciler
1375,429,Writer
1375,464,Penciler
1376,256,Writer
1376,306,Penciler
1377,275,Writer
1377,9,Penciler
1378,324,Writer
1378,264,Penciler
1379,295,Writer
1379,124,Penciler
1380,368,Writer
1380,74,Penciler
1381,150,Writer
1381,220,Penciler
1382,1,Writer
1382,315,Penciler
1383,181,Writer
1383,124,Penciler
1384,293,Writer
1384,214,Penciler
1385,96,Writer
1385,341,Penciler
1386,343,Writer
1386,44,Penciler
1387,269,Writer
1387,500,Penciler
1388,185,Writer
1388,35,Penciler
1389,489,Writer
1389,270,Penciler
1390,279,Writer
1390,260,Penciler
1391,403,Writer
1391,260,Penciler
1392,284,Writer
1392,11,Penciler
1393,200,Writer
1393,448,Penciler
1394,241,Writer
1394,23,Penciler
1395,326,Writer
1395,199,Penciler
1396,192,Writer
1396,130,Penciler
1397,383,Writer
1397,9,Penciler
1398,183,Writer
1398,404,Penciler
1399,35,Writer
1399,177,Penciler
1400,124,Writer
1400,376,Penciler
1401,337,Writer
1401,322,Penciler
1402,54,Writer
1402,396,Penciler
1403,298,Writer
1403,377,Penciler
1404,388,Writer
1404,171,Penciler
1405,69,Writer
1405,23,Penciler
1406,181,Writer
1406,280,Penciler
1407,174,Writer
1407,417,Penciler
1408,330,Writer
1408,90,Penciler
1409,426,Writer
1409,399,Penciler
1410,351,Writer
1410,238,Penciler
1411,357,Writer
1411,246,Penciler
1412,324,Writer
1412,94,Penciler
1413,416,Writer
1413,70,Penciler
1414,33,Writer
1414,367,Penciler
1415,398,Writer
1415,484,Penciler
1416,235,Writer
1416,19,Penciler
1417,151,Writer
1417,104,Penciler
1418,23,Writer
1418,406,Penciler
1419,103,Writer
1419,454,Penciler
1420,22,Writer
1420,162,Penciler
1421,478,Writer
1421,159,Penciler
1422,264,Writer
1422,204,Penciler
1423,418,Writer
1423,279,Penciler
1424,243,Writer
1424,130,Penciler
1425,19,Writer
1425,386,Penciler
1426,332,Writer
1426,98,Penciler
1427,147,Writer
1427,183,Penciler
1428,442,Writer
1428,400,Penciler
1429,25,Writer
1429,444,Penciler
1430,336,Writer
1430,170,Penciler
1431,140,Writer
1431,64,Penciler
1432,410,Writer
1432,189,Penciler
1433,224,Writer
1433,456,Penciler
1434,205,Writer
1434,381,Penciler
1435,226,Writer
1435,459,Penciler
1436,490,Writer
1436,198,Penciler
1437,174,Writer
1437,499,Penciler
1438,96,Writer
1438,255,Penciler
1439,355,Writer
1439,255,Penciler
1440,189,Writer
1440,474,Penciler
1441,409,Writer
1441,266,Penciler
1442,137,Writer
1442,411,Penciler
1443,43,Writer
1443,373,Penciler
1444,218,Writer
1444,41,Penciler
1445,221,Writer
1445,309,Penciler
1446,422,Writer
1446,93,Penciler
1447,280,Writer
1447,151,Penciler
1448,165,Writer
1448,53,Penciler
1449,41,Writer
1449,168,Penciler
1450,339,Writer
1450,152,Penciler
1451,157,Writer
1451,229,Penciler
1452,309,Writer
1452,368,Penciler
1453,219,Writer
1453,86,Penciler
1454,354,Writer
1454,228,Penciler
1455,180,Writer
1455,229,Penciler
1456,22,Writer
1456,373,Penciler
1457,446,Writer
1457,467,Penciler
1458,181,Writer
1458,315,Penciler
1459,223,Writer
1459,141,Penciler
1460,328,Writer
1460,406,Penciler
1461,486,Writer
1461,30,Penciler
1462,39,Writer
1462,344,Penciler
1463,327,Writer
1463,208,Penciler
1464,187,Writer
1464,263,Penciler
1465,411,Writer
1465,384,Penciler
1466,348,Writer
1466,82,Penciler
1467,488,Writer
1467,16,Penciler
1468,74,Writer
1468,435,Penciler
1469,312,Writer
1469,348,Penciler
1470,401,Writer
1470,225,Penciler
1471,18,Writer
1471,65,Penciler
1472,35,Writer
1472,121,Penciler
1473,399,Writer
1473,331,Penciler
1474,188,Writer
1474,186,Penciler
1475,197,Writer
1475,487,Penciler
1476,291,Writer
1476,17,Penciler
1477,310,Writer
1477,79,Penciler
1478,348,Writer
1478,231,Penciler
1479,486,Writer
1479,190,Penciler
1480,191,Writer
1480,228,Penciler
1481,391,Writer
1481,40,Penciler
1482,294,Writer
1482,71,Penciler
1483,272,Writer
1483,188,Penciler
1484,204,Writer
1484,161,Penciler
1485,333,Writer
1485,143,Penciler
1486,128,Writer
1486,492,Penciler
1487,59,Writer
1487,14,Penciler
1488,377,Writer
1488,96,Penciler
1489,256,Writer
1489,266,Penciler
1490,199,Writer
1490,468,Penciler
1491,288,Writer
1491,61,Penciler
1492,135,Writer
1492,397,Penciler
1493,134,Writer
1493,361,Penciler
1494,229,Writer
1494,110,Penciler
1495,314,Writer
1495,147,Penciler
1496,356,Writer
1496,470,Penciler
1497,252,Writer
1497,103,Penciler
1498,63,Writer
1498,70,Penciler
1499,437,Writer
1499,38,Penciler
1500,232,Writer
1500,89,Penciler
1501,461,Writer
1501,366,Penciler
1502,228,Writer
1502,45,Penciler
1503,415,Writer
1503,350,Penciler
1504,496,Writer
1504,433,Penciler
1505,164,Writer
1505,342,Penciler
1506,178,Writer
1506,364,Penciler
1507,34,Writer
1507,282,Penciler
1508,278,Writer
1508,149,Penciler
1509,457,Writer
1509,154,Penciler
1510,436,Writer
1510,81,Penciler
1511,365,Writer
1511,364,Penciler
1512,475,Writer
1512,359,Penciler
1513,327,Writer
1513,90,Penciler
1514,407,Writer
1514,186,Penciler
1515,261,Writer
1515,115,Penciler
1516,63,Writer
1516,103,Penciler
1517,406,Writer
1517,72,Penciler
1518,122,Writer
1518,405,Penciler
1519,253,Writer
1519,14,Penciler
1520,185,Writer
1520,284,Penciler
1521,294,Writer
1521,189,Penciler
1522,240,Writer
1522,412,Penciler
1523,283,Writer
1523,67,Penciler
1524,314,Writer
1524,453,Penciler
1525,45,Writer
1525,34,Penciler
1526,159,Writer
1526,204,Penciler
1527,368,Writer
1527,369,Penciler
1528,246,Writer
1528,270,Penciler
1529,211,Writer
1529,394,Penciler
1530,210,Writer
1530,422,Penciler
1531,295,Writer
1531,38,Penciler
1532,65,Writer
1532,498,Penciler
1533,163,Writer
1533,329,Penciler
1534,38,Writer
1534,231,Penciler
1535,239,Writer
1535,349,Penciler
1536,265,Writer
1536,177,Penciler
1537,66,Writer
1537,450,Penciler
1538,425,Writer
1538,400,Penciler
1539,283,Writer
1539,328,Penciler
1540,301,Writer
1540,94,Penciler
1541,394,Writer
1541,495,Penciler
1542,67,Writer
1542,222,Penciler
1543,258,Writer
1543,467,Penciler
1544,445,Writer
1544,29,Penciler
1545,426,Writer
1545,64,Penciler
1546,266,Writer
1546,79,Penciler
1547,156,Writer
1547,85,Penciler
1548,83,Writer
1548,166,Penciler
1549,479,Writer
1549,364,Penciler
1550,116,Writer
1550,178,Penciler
1551,486,Writer
1551,482,Penciler
1552,266,Writer
1552,459,Penciler
1553,146,Writer
1553,434,Penciler
1554,41,Writer
1554,129,Penciler
1555,101,Writer
1555,326,Penciler
1556,490,Writer
1556,283,Penciler
1557,141,Writer
1557,65,Penciler
1558,321,Writer
1558,156,Penciler
1559,315,Writer
1559,274,Penciler
1560,48,Writer
1560,258,Penciler
1561,329,Writer
1561,87,Penciler
1562,304,Writer
1562,483,Penciler
1563,298,Writer
1563,79,Penciler
1564,88,Writer
1564,338,Penciler
1565,320,Writer
1565,369,Penciler
1566,462,Writer
1566,310,Penciler
1567,173,Writer
1567,432,Penciler
1568,474,Writer
1568,289,Penciler
1569,22,Writer
1569,423,Penciler
1570,443,Writer
1570,15,Penciler
1571,42,Writer
1571,24,Penciler
1572,486,Writer
1572,329,Penciler
1573,395,Writer
1573,296,Penciler
1574,136,Writer
1574,334,Penciler
1575,108,Writer
1575,393,Penciler
1576,293,Writer
1576,214,Penciler
1577,317,Writer
