issue_id,character_id,appearance
2956,114,Flashback
2706,442,Main
2088,34,Main
465,106,Cameo
1052,91,Main
1482,523,Death
2073,421,Supporting
1196,403,Main
2633,166,Main
2547,172,Flashback
128,128,Main
2220,515,Main
670,405,Main
573,529,Cameo
557,502,Main
2934,386,Death
530,383,Supporting
1803,595,Main
1663,5,Main
747,462,Main
2832,217,Cameo
478,12,Main
2742,279,Flashback
1433,151,Main
1069,40,Cameo
866,374,Supporting
460,568,Supporting
2524,218,Main
1296,505,Main
1163,578,Main
2072,465,Supporting
1584,594,Supporting
342,415,Supporting
2829,82,Main
2731,265,Main
1610,222,Main
1763,229,Supporting
330,526,Supporting
2444,451,Supporting
2628,471,Main
2860,154,Main
2129,311,Supporting
1306,89,Main
747,437,Main
1802,332,Main
2090,301,Main
1227,32,Cameo
1089,116,Main
2194,202,Cameo
493,272,Main
2743,316,Main
2688,244,Cameo
133,195,Main
203,334,Main
1142,9,Main
1212,96,Death
710,257,Main
25,340,Supporting
2585,164,Main
1952,16,Supporting
2658,154,Main
2771,447,Main
1003,389,Supporting
1704,199,Main
2137,371,Main
2204,334,Supporting
600,323,Cameo
30,213,Supporting
391,154,Main
930,173,Supporting
2478,408,Supporting
1510,584,Cameo
1320,161,Main
360,488,Death
2951,565,Cameo
47,172,Supporting
225,328,Flashback
869,22,Cameo
224,387,Main
2936,126,Main
2731,23,Main
339,309,Supporting
2566,57,Cameo
2103,193,Main
412,21,Main
2743,137,Main
55,134,Main
186,600,Supporting
1387,598,Main
2596,441,Supporting
2094,279,Main
2601,152,Cameo
372,250,Main
784,279,Flashback
369,121,Supporting
1981,147,Main
713,199,Main
339,477,Main
288,195,Main
812,119,Main
2426,390,Supporting
1431,370,Death
2435,78,Supporting
1878,564,Main
2239,568,Main
1402,506,Main
1073,127,Supporting
1774,189,Main
456,438,Main
2653,177,Supporting
1847,238,Supporting
221,274,Main
2840,474,Flashback
1144,100,Supporting
2520,570,Main
2707,255,Main
2317,29,Cameo
1062,160,Main
898,86,Main
97,133,Main
1987,177,Main
2579,469,Supporting
2304,504,Supporting
2212,465,Supporting
633,398,Main
195,210,Main
701,214,Main
1161,526,Flashback
945,446,Main
1305,233,Supporting
2009,116,Supporting
862,151,Cameo
2410,337,Main
605,73,Main
2333,357,Main
874,240,Death
1387,82,Flashback
1463,96,Supporting
1373,44,Supporting
2323,494,Cameo
672,521,Death
204,572,Supporting
2286,517,Main
2118,573,Main
171,51,Main
2242,103,Main
907,132,Cameo
949,409,Main
1620,30,Main
2021,283,Supporting
1641,74,Flashback
1647,596,Cameo
1846,136,Cameo
2058,62,Death
2473,256,Supporting
1197,440,Supporting
2487,3,Supporting
463,50,Main
325,592,Cameo
1814,596,Supporting
2611,517,Death
255,278,Main
1652,3,Main
2356,84,Cameo
1035,175,Main
2537,164,Main
1990,216,Death
223,317,Cameo
2366,581,Main
140,337,Main
192,110,Main
1139,225,Main
428,69,Supporting
1759,499,Main
1414,108,Main
301,59,Main
1005,330,Main
2781,301,Supporting
687,253,Main
2742,216,Death
1962,357,Main
1085,99,Main
2252,184,Main
1271,188,Main
335,276,Cameo
1369,409,Main
2521,302,Cameo
1321,546,Main
1803,229,Cameo
2259,582,Main
63,86,Flashback
488,183,Flashback
2487,146,Main
1549,133,Death
326,68,Cameo
81,460,Main
2178,581,Cameo
847,149,Cameo
484,499,Main
1144,388,Death
1297,215,Flashback
374,323,Cameo
233,339,Main
150,106,Main
2699,23,Main
1814,401,Main
2541,585,Main
2096,131,Main
1125,9,Main
580,546,Main
1038,174,Flashback
169,339,Main
160,521,Cameo
1205,130,Cameo
2452,480,Supporting
1665,486,Main
571,421,Main
937,215,Flashback
829,162,Main
743,88,Cameo
2589,477,Main
2976,319,Main
1362,378,Main
2740,132,Supporting
1919,479,Death
622,71,Main
2757,431,Supporting
1143,590,Cameo
358,472,Cameo
1622,259,Supporting
2563,516,Main
1936,339,Supporting
613,61,Main
1936,20,Main
2576,394,Main
2774,207,Cameo
2747,474,Main
1303,216,Cameo
790,499,Main
2784,115,Main
1139,518,Main
2940,419,Main
925,106,Cameo
598,125,Supporting
739,471,Main
2312,429,Main
1216,510,Main
782,108,Main
2302,302,Flashback
335,436,Supporting
1025,473,Cameo
1387,386,Main
2486,111,Main
2987,377,Main
429,383,Main
1757,123,Supporting
622,573,Death
946,282,Main
2242,174,Main
1793,540,Supporting
513,158,Main
1335,236,Cameo
2975,184,Main
913,160,Supporting
1717,549,Main
2400,510,Main
1343,582,Death
2601,398,Main
2363,249,Cameo
2449,289,Main
2240,383,Supporting
2484,251,Main
978,156,Supporting
179,102,Supporting
2762,15,Supporting
1497,76,Main
2425,24,Supporting
2005,77,Main
1160,515,Supporting
2320,328,Main
1024,395,Main
979,442,Supporting
1810,427,Supporting
1773,234,Main
2878,20,Main
2944,334,Supporting
1026,424,Main
566,69,Main
1983,150,Main
2505,340,Main
1612,334,Flashback
1730,289,Main
2089,579,Supporting
2812,223,Main
1808,5,Cameo
1152,407,Main
243,371,Supporting
547,421,Supporting
560,308,Main
801,23,Main
16,405,Main
107,577,Flashback
2539,82,Supporting
1846,15,Main
2305,235,Main
2089,110,Supporting
95,166,Cameo
358,126,Main
117,89,Main
2188,106,Main
795,536,Main
2463,600,Death
8,300,Supporting
2120,200,Main
972,189,Main
194,220,Main
2396,226,Main
2072,505,Main
562,325,Main
2230,483,Main
2702,186,Main
1024,449,Death
2784,509,Death
2426,504,Supporting
564,345,Main
411,472,Main
2473,122,Main
1093,341,Supporting
701,388,Main
1271,599,Main
1283,44,Main
865,476,Main
2634,278,Supporting
225,283,Supporting
1378,123,Cameo
2911,262,Main
43,81,Main
2521,548,Death
2640,172,Main
2798,18,Main
2530,315,Main
821,506,Main
520,386,Cameo
1567,436,Flashback
1532,522,Main
2171,206,Cameo
2938,5,Main
1098,508,Supporting
2892,112,Cameo
760,338,Cameo
2549,508,Main
1437,98,Main
2571,507,Main
1269,62,Main
628,546,Main
1025,98,Main
123,465,Main
370,598,Death
2143,369,Main
1105,488,Supporting
576,347,Main
2813,431,Main
2215,171,Cameo
1219,51,Cameo
610,569,Cameo
1852,136,Main
1188,39,Main
2044,48,Supporting
1825,35,Main
1192,587,Main
1668,24,Main
782,18,Cameo
1964,372,Supporting
2036,263,Cameo
586,11,Main
125,40,Cameo
2434,274,Supporting
1596,345,Supporting
8,501,Main
1414,270,Supporting
766,178,Main
1792,9,Main
2865,257,Main
1220,455,Main
2771,438,Supporting
2712,225,Main
425,338,Main
2878,593,Main
1624,81,Supporting
1850,37,Death
2146,368,Cameo
2226,116,Supporting
568,443,Main
2708,15,Death
2416,257,Main
752,380,Cameo
1982,143,Main
836,220,Main
808,310,Main
2840,293,Cameo
2405,282,Main
2075,585,Death
1012,447,Cameo
1722,304,Main
2755,40,Main
2810,485,Main
2375,585,Main
922,48,Main
1478,493,Supporting
1931,127,Main
2060,30,Cameo
2700,521,Main
1312,164,Main
547,274,Main
128,427,Supporting
785,380,Death
301,511,Main
511,124,Supporting
523,147,Main
1016,123,Main
949,385,Supporting
837,129,Cameo
2653,558,Flashback
156,22,Main
430,343,Supporting
1225,5,Supporting
2831,486,Main
1453,32,Main
1042,423,Main
1507,470,Cameo
826,403,Supporting
462,290,Main
718,188,Main
1427,435,Cameo
720,5,Supporting
2088,292,Supporting
1608,82,Cameo
2284,58,Main
2091,153,Cameo
2307,514,Supporting
1197,198,Main
514,107,Main
838,72,Supporting
2841,352,Cameo
2880,494,Main
987,35,Flashback
2545,491,Main
2807,19,Main
2898,415,Cameo
2206,101,Supporting
219,288,Death
513,143,Main
1701,570,Supporting
973,183,Main
1047,283,Main
2707,430,Cameo
2583,572,Supporting
1729,221,Main
1678,569,Cameo
26,283,Supporting
321,100,Main
1717,429,Supporting
1285,204,Supporting
352,549,Main
2831,111,Supporting
1179,403,Main
2142,570,Main
2207,551,Supporting
205,512,Main
1903,505,Main
2367,576,Death
2535,171,Death
728,185,Supporting
496,7,Main
1436,154,Main
2810,539,Main
501,469,Supporting
447,580,Main
668,340,Main
371,450,Main
381,528,Main
1638,314,Main
1864,510,Main
99,223,Main
1965,120,Cameo
2369,536,Main
834,464,Flashback
2169,271,Cameo
1531,486,Supporting
1666,478,Flashback
1778,220,Main
1157,124,Supporting
2763,103,Supporting
706,215,Main
2996,233,Supporting
2017,547,Main
169,51,Main
1753,449,Main
1539,415,Main
2182,335,Main
2156,64,Cameo
145,593,Supporting
2484,504,Cameo
1079,548,Supporting
2537,49,Flashback
1477,11,Cameo
2017,217,Main
1675,406,Main
1469,426,Main
1461,454,Main
836,489,Main
386,276,Main
2720,550,Supporting
1379,555,Cameo
383,439,Main
2454,398,Cameo
2706,41,Supporting
769,210,Main
2027,474,Main
1601,141,Supporting
2070,468,Main
1212,367,Main
2887,151,Cameo
2843,543,Main
1239,556,Main
2770,525,Death
572,335,Main
2555,597,Supporting
1535,525,Supporting
2469,489,Main
420,30,Supporting
1725,448,Main
1902,174,Supporting
2247,331,Supporting
375,547,Flashback
1505,336,Main
1149,355,Main
1419,173,Main
2150,375,Main
1201,421,Cameo
316,82,Main
2955,378,Main
2937,474,Supporting
2924,288,Main
1010,283,Main
598,314,Main
2831,169,Supporting
2206,218,Main
472,358,Main
2936,284,Main
1669,8,Main
1655,392,Main
2019,198,Supporting
2551,386,Cameo
1069,66,Main
1619,347,Main
17,496,Main
2435,272,Supporting
705,3,Main
533,377,Cameo
2677,390,Main
1982,32,Main
1688,579,Supporting
1952,29,Supporting
617,446,Main
1896,113,Death
1942,223,Supporting
881,211,Main
2011,99,Main
99,164,Supporting
1976,73,Supporting
362,222,Cameo
893,150,Main
164,95,Supporting
2571,196,Cameo
1006,510,Main
733,494,Cameo
659,49,Supporting
1639,50,Main
417,114,Death
2796,308,Cameo
318,414,Supporting
1111,467,Supporting
1674,534,Supporting
1049,559,Supporting
544,202,Supporting
1833,267,Cameo
2893,309,Supporting
1928,270,Main
587,14,Cameo
395,307,Main
1266,530,Flashback
2142,26,Cameo
350,483,Main
1006,527,Main
1617,435,Supporting
2000,116,Supporting
858,292,Main
2507,543,Main
1205,475,Main
1504,253,Flashback
2983,435,Main
2943,378,Main
23,349,Flashback
728,195,Main
2377,142,Main
1719,599,Main
933,26,Main
2942,187,Supporting
2150,351,Main
1047,88,Main
1346,38,Main
186,401,Main
1460,90,Main
1496,563,Supporting
745,116,Cameo
159,16,Supporting
2077,70,Main
716,600,Cameo
385,113,Cameo
2192,183,Flashback
1887,558,Supporting
252,377,Supporting
2054,144,Main
1146,376,Supporting
2144,394,Main
2547,562,Supporting
2187,598,Death
729,60,Supporting
2148,186,Main
1301,341,Death
60,193,Supporting
1768,243,Cameo
1983,243,Main
2433,553,Main
2563,355,Main
2943,181,Supporting
1430,208,Main
2631,529,Main
586,564,Main
1068,93,Cameo
2852,280,Cameo
68,458,Main
2648,41,Main
2566,355,Main
909,595,Main
169,485,Main
2565,510,Flashback
2637,285,Main
837,177,Main
2362,201,Main
2726,512,Cameo
666,196,Main
2477,251,Main
2858,41,Main
2299,555,Main
2313,306,Main
1669,207,Cameo
567,80,Death
866,443,Main
2916,121,Supporting
2481,178,Supporting
666,186,Main
1775,252,Supporting
1503,387,Supporting
390,428,Supporting
322,465,Cameo
1505,299,Cameo
993,222,Main
444,378,Supporting
284,234,Main
329,42,Death
1364,566,Supporting
2991,116,Main
1039,262,Cameo
1226,141,Main
2716,279,Main
1382,397,Main
1480,316,Cameo
1544,202,Supporting
1807,200,Cameo
1885,345,Main
2771,429,Main
2312,75,Cameo
706,302,Supporting
2922,591,Main
173,74,Main
563,314,Supporting
2513,506,Main
622,522,Supporting
2760,469,Main
2268,68,Main
1432,312,Supporting
2870,363,Main
1919,366,Main
1848,476,Supporting
806,173,Main
2160,396,Main
835,210,Supporting
608,389,Main
1770,540,Main
696,56,Main
1289,67,Cameo
1513,366,Cameo
2505,66,Main
1921,555,Cameo
598,451,Main
2831,348,Main
466,314,Main
1985,138,Main
2435,535,Death
2140,134,Main
1813,141,Main
542,524,Main
1201,264,Supporting
584,59,Death
495,179,Flashback
2992,245,Main
1386,220,Supporting
16,481,Flashback
922,151,Main
2240,281,Main
1056,285,Main
1390,104,Main
1835,289,Supporting
2208,459,Main
1384,262,Cameo
2166,13,Main
1918,185,Cameo
629,589,Supporting
1040,314,Supporting
216,586,Supporting
2126,166,Cameo
807,144,Cameo
1432,212,Death
687,531,Cameo
750,222,Main
200,87,Supporting
2918,111,Flashback
1537,176,Main
1175,360,Flashback
223,527,Main
2136,452,Main
363,66,Main
2270,310,Main
252,315,Main
687,500,Main
2538,202,Main
217,235,Supporting
671,378,Cameo
928,391,Supporting
327,356,Flashback
1895,242,Main
178,228,Supporting
2194,347,Main
527,427,Main
837,220,Main
1543,28,Main
1413,592,Supporting
2428,29,Cameo
1796,15,Main
416,469,Cameo
185,540,Main
1314,251,Main
425,445,Flashback
728,132,Death
1671,366,Main
646,107,Cameo
2351,541,Supporting
1280,278,Main
793,234,Main
2128,112,Main
406,386,Cameo
1646,53,Flashback
742,333,Cameo
1709,74,Cameo
2717,532,Main
2126,277,Supporting
2154,389,Main
1926,476,Main
124,596,Cameo
2788,600,Main
814,166,Main
1856,408,Flashback
1492,494,Main
1582,380,Main
617,568,Main
2705,86,Death
2512,71,Main
2683,155,Cameo
2542,95,Main
46,242,Cameo
1755,443,Main
1341,550,Main
2222,186,Death
941,226,Main
2439,462,Cameo
2621,210,Main
1420,534,Cameo
2953,195,Main
1936,292,Supporting
1379,525,Main
1392,554,Cameo
2869,234,Supporting
1497,488,Main
1271,236,Main
1917,159,Flashback
778,258,Cameo
1038,151,Supporting
2364,112,Main
2927,432,Supporting
2055,429,Main
463,99,Cameo
976,502,Main
1756,289,Supporting
1852,180,Main
2034,477,Supporting
818,576,Main
2099,84,Supporting
1627,374,Supporting
2380,20,Main
118,231,Death
57,103,Main
2308,139,Cameo
2590,297,Main
856,205,Main
2344,457,Main
2344,595,Main
2359,158,Cameo
1249,48,Death
932,163,Cameo
955,156,Supporting
2490,44,Main
2178,268,Cameo
233,327,Main
1578,210,Supporting
1500,128,Cameo
6,239,Supporting
1256,584,Main
175,69,Main
771,52,Main
1270,154,Main
2350,589,Main
388,567,Supporting
670,297,Main
1515,394,Main
2909,589,Main
2250,302,Main
2732,301,Cameo
1475,370,Main
2422,8,Main
799,409,Cameo
1146,326,Main
2611,350,Main
1007,308,Main
1966,380,Main
2605,252,Main
834,202,Main
2392,389,Main
985,177,Main
1736,121,Cameo
630,124,Flashback
1864,10,Main
874,486,Supporting
1434,27,Death
2288,289,Main
1893,135,Main
440,463,Main
