issue_id,series_id,issue_number,title,publish_date,cover_price,page_count,notes
739,78,619,Rising of Drake,1957-07-24,3.99,64,Landmark story milestone.
740,55,626,Shattered of Kane,2011-02-16,0.12,80,Landmark story milestone.
741,86,211,Inferno of Cross,2003-04-19,1.25,64,Double-sized anniversary issue.
742,256,158,Inferno of Flynn,1970-11-28,0.25,28,High print run; common in collections.
743,225,788,Reckoning of Vale,1991-08-26,4.99,44,Low distribution; considered scarce.
744,259,88,Chaos of Nash,2010-11-03,2.99,44,High print run; common in collections.
745,78,432,Revelation of Steele,1957-11-17,2.99,48,Direct edition only; no newsstand version.
746,235,529,Inferno of Morgan,2023-02-12,3.99,32,Key first appearance issue.
747,265,87,Eclipse of Flynn,1950-03-30,2.5,32,Direct edition only; no newsstand version.
748,32,778,Dawn of Steele,1958-10-27,0.12,80,Low distribution; considered scarce.
749,215,698,Descent of Burns,1989-04-03,1.5,44,Key first appearance issue.
750,144,718,Nemesis of Fox,1946-08-03,0.5,80,Reprints classic story with new framing pages.
751,227,665,Nemesis of Stone,1957-06-27,1.25,28,Key first appearance issue.
752,276,400,Fallen of Cole,1976-07-03,1.25,36,Landmark story milestone.
753,262,320,Resurgence of Flynn,1992-07-02,0.35,24,Key first appearance issue.
754,277,248,Vendetta of Crane,1965-11-25,0.2,24,Part of a crossover event.
755,133,363,Rising of Drake,2006-09-10,0.2,64,Low distribution; considered scarce.
756,294,6,Fracture of Flynn,2018-04-07,0.75,100,Reprints classic story with new framing pages.
757,274,610,Revelation of Nash,2011-06-22,1.25,40,Reprints classic story with new framing pages.
758,72,533,Revelation of Kane,1976-12-09,1.5,80,Reprints classic story with new framing pages.
759,99,798,Inferno of Fox,2022-10-27,0.2,32,Direct edition only; no newsstand version.
760,211,95,Dawn of Crane,1955-05-09,0.25,64,High print run; common in collections.
761,229,379,Resurgence of Ward,1975-10-02,2.5,40,Reprints classic story with new framing pages.
762,256,434,Fracture of Stark,2019-02-06,2.99,32,Controversial issue banned in three states.
763,259,497,Fracture of Steele,2009-11-07,0.2,36,Contains bonus pin-up gallery.
764,243,765,Convergence of Grant,1981-09-25,1.95,28,Reprints classic story with new framing pages.
765,210,124,Inferno of Hunt,1951-11-25,1.25,24,Double-sized anniversary issue.
766,79,381,Vendetta of Nash,1996-04-13,1.25,40,Contains bonus pin-up gallery.
767,15,146,Reborn of Crane,2012-03-16,0.12,40,Low distribution; considered scarce.
768,111,758,Oblivion of Morgan,1966-01-19,0.2,80,Part of a crossover event.
769,35,428,Oblivion of Hunt,2007-04-02,1.25,100,Contains bonus pin-up gallery.
770,173,487,Shattered of Steele,2015-12-04,0.25,80,Contains bonus pin-up gallery.
771,231,153,Eclipse of Voss,1995-02-22,2.99,48,High print run; common in collections.
772,203,554,Dawn of Fox,2009-03-17,1,28,Controversial issue banned in three states.
773,13,646,Vendetta of Grant,2023-04-26,0.2,80,Landmark story milestone.
774,99,555,Reborn of Drake,2004-07-04,0.5,64,Double-sized anniversary issue.
775,10,675,Descent of Cross,1988-05-24,0.1,40,High print run; common in collections.
776,126,723,Reborn of Fox,1984-04-21,0.15,80,Reprints classic story with new framing pages.
777,165,604,Dawn of Stark,1981-04-02,0.1,44,Direct edition only; no newsstand version.
778,93,25,Resurgence of Flynn,2022-04-29,2.5,40,Landmark story milestone.
779,59,555,Convergence of Burns,1993-06-16,0.25,32,Low distribution; considered scarce.
780,46,315,Legacy of Cross,1961-06-17,0.12,100,Part of a crossover event.
781,93,731,Dawn of Burns,2020-02-25,2.5,28,Part of a crossover event.
782,73,332,Chaos of Ward,1973-07-08,0.2,24,High print run; common in collections.
783,123,601,Revelation of Stark,2017-07-23,2.5,28,Low distribution; considered scarce.
784,32,476,Descent of Crane,1957-02-20,0.15,64,Key first appearance issue.
785,209,240,Reckoning of Holt,2022-11-02,0.2,36,Double-sized anniversary issue.
786,65,582,Legacy of Fox,1981-04-30,0.15,80,High print run; common in collections.
787,73,554,Convergence of Vale,1971-09-30,2.99,80,Contains bonus pin-up gallery.
788,22,476,Shattered of Burns,1958-01-17,0.35,24,Key first appearance issue.
789,247,613,Chaos of Ward,1967-04-05,1.95,36,Reprints classic story with new framing pages.
790,262,47,Convergence of Grant,1968-03-28,0.15,40,Landmark story milestone.
791,203,144,Descent of Holt,1999-07-08,2.99,36,Reprints classic story with new framing pages.
792,259,326,Eclipse of Holt,2024-12-27,3.99,40,High print run; common in collections.
793,165,216,Fracture of Price,1980-11-30,1.5,24,Controversial issue banned in three states.
794,2,488,Reckoning of Morgan,2014-09-16,0.35,48,Double-sized anniversary issue.
795,251,403,Descent of Voss,2011-05-28,0.15,80,Key first appearance issue.
796,228,127,Inferno of Ward,2018-02-26,1.95,48,Controversial issue banned in three states.
797,5,474,Inferno of Stone,1968-03-12,3.99,24,High print run; common in collections.
798,11,697,Inferno of Stone,2009-02-25,0.15,100,Low distribution; considered scarce.
799,114,506,Inferno of Drake,1968-04-03,1,64,Reprints classic story with new framing pages.
800,108,201,Nemesis of Kane,1948-01-15,1,100,Double-sized anniversary issue.
801,253,566,Uprising of Hunt,1979-10-28,0.35,28,Reprints classic story with new framing pages.
802,66,131,Chaos of Hunt,1978-12-01,0.75,80,Low distribution; considered scarce.
803,99,24,Descent of Price,2009-10-29,1,80,Contains bonus pin-up gallery.
804,2,657,Dawn of Flynn,2014-03-14,2.99,48,Low distribution; considered scarce.
805,63,531,Fracture of Stark,2023-07-06,1.95,80,Key first appearance issue.
806,115,285,Legacy of Grant,1951-03-19,3.99,44,Key first appearance issue.
807,201,343,Shadows of Hunt,2009-05-14,0.1,36,Direct edition only; no newsstand version.
808,39,202,Convergence of Flynn,2000-06-05,1.25,28,Landmark story milestone.
809,15,443,Reckoning of Hunt,2019-10-07,1.5,40,High print run; common in collections.
810,56,245,Eclipse of Drake,1960-08-27,1.5,80,High print run; common in collections.
811,38,635,Fracture of Kane,2010-10-29,3.99,100,Landmark story milestone.
812,44,35,Nemesis of Flynn,1952-06-11,0.15,32,Key first appearance issue.
813,227,309,Shattered of Crane,1944-06-16,0.15,28,Key first appearance issue.
814,287,302,Nemesis of Ward,1946-03-04,0.2,100,Direct edition only; no newsstand version.
815,120,465,Nemesis of Fox,1982-03-28,2.99,100,Reprints classic story with new framing pages.
816,52,667,Reckoning of Fox,2015-08-14,1.5,100,High print run; common in collections.
817,56,13,Shattered of Voss,1958-07-30,0.5,100,Controversial issue banned in three states.
818,261,364,Legacy of Stark,1958-10-01,3.99,32,High print run; common in collections.
819,71,62,Fallen of Burns,1972-12-15,2.99,80,Part of a crossover event.
820,160,555,Fallen of Steele,1953-08-20,4.99,40,Reprints classic story with new framing pages.
821,176,378,Reckoning of Cole,2011-08-20,0.25,24,High print run; common in collections.
822,260,433,Inferno of Stone,1980-11-24,0.5,36,Landmark story milestone.
823,175,684,Oblivion of Fox,1974-02-14,1.5,100,Reprints classic story with new framing pages.
824,172,429,Eclipse of Cross,1980-09-20,0.2,64,Key first appearance issue.
825,254,4,Revelation of Vale,1994-11-04,3.99,100,High print run; common in collections.
826,123,753,Eclipse of Ward,2007-02-17,0.5,48,Controversial issue banned in three states.
827,4,11,Shadows of Nash,1974-01-07,0.1,80,Landmark story milestone.
828,73,451,Uprising of Hunt,1968-01-13,1.95,24,Key first appearance issue.
829,102,291,Convergence of Vale,1967-03-22,1,32,Part of a crossover event.
830,284,183,Uprising of Morgan,2016-09-08,0.35,40,Landmark story milestone.
831,11,389,Rising of Flynn,2007-07-17,0.5,40,Contains bonus pin-up gallery.
832,123,382,Convergence of Cole,1997-02-28,2.99,28,Landmark story milestone.
833,74,195,Uprising of Grant,2017-06-19,2.5,44,Part of a crossover event.
834,220,251,Dawn of Price,2002-04-08,0.5,80,Low distribution; considered scarce.
835,77,254,Dawn of Holt,2014-05-08,0.25,80,Reprints classic story with new framing pages.
836,251,745,Shadows of Stark,1961-10-09,0.15,32,Double-sized anniversary issue.
837,199,770,Resurgence of Nash,1963-06-21,4.99,80,Contains bonus pin-up gallery.
838,92,730,Inferno of Cole,1971-11-15,4.99,64,Contains bonus pin-up gallery.
839,138,411,Reborn of Drake,1997-02-21,0.5,36,High print run; common in collections.
840,232,241,Nemesis of Stone,2018-06-10,1.25,48,Direct edition only; no newsstand version.
841,293,384,Chaos of Grant,2013-10-05,0.15,32,Landmark story milestone.
842,152,532,Inferno of Vale,1994-11-17,0.12,64,Double-sized anniversary issue.
843,173,462,Fracture of Crane,2018-02-11,2.99,44,Contains bonus pin-up gallery.
844,163,392,Reckoning of Cross,1954-01-23,3.99,36,Low distribution; considered scarce.
845,39,85,Vendetta of Cole,2010-03-20,0.15,40,High print run; common in collections.
846,51,74,Inferno of Drake,2011-08-30,0.5,44,High print run; common in collections.
847,169,310,Chaos of Stone,2003-03-20,0.25,80,Low distribution; considered scarce.
848,5,289,Inferno of Ward,1983-11-14,2.5,100,Key first appearance issue.
849,242,780,Fallen of Ward,2018-12-30,0.75,36,High print run; common in collections.
850,243,529,Reborn of Grant,1986-03-30,3.99,64,Part of a crossover event.
851,44,193,Legacy of Crane,1975-02-01,0.5,64,Contains bonus pin-up gallery.
852,286,384,Fallen of Hunt,2011-09-04,0.25,40,Key first appearance issue.
853,256,364,Eclipse of Vale,2021-02-09,2.99,48,Direct edition only; no newsstand version.
854,276,334,Reborn of Morgan,1975-09-21,0.12,32,Controversial issue banned in three states.
855,170,645,Shattered of Price,1952-03-09,2.5,48,High print run; common in collections.
856,201,548,Nemesis of Stone,2006-06-06,4.99,28,Part of a crossover event.
857,292,655,Vendetta of Voss,2010-04-03,0.35,28,Double-sized anniversary issue.
858,91,706,Shattered of Stark,2018-05-12,0.1,32,High print run; common in collections.
859,36,291,Uprising of Vale,1982-04-24,1.25,80,Landmark story milestone.
860,233,378,Resurgence of Morgan,2016-04-27,0.35,44,Direct edition only; no newsstand version.
861,201,114,Fallen of Grant,2008-07-10,2.99,64,Landmark story milestone.
862,200,134,Uprising of Burns,1973-07-10,2.99,64,Controversial issue banned in three states.
863,295,602,Uprising of Cole,1943-09-28,3.99,40,High print run; common in collections.
864,4,457,Shadows of Ward,1973-05-27,0.75,80,Part of a crossover event.
865,292,472,Fracture of Hunt,2012-01-09,0.12,28,Low distribution; considered scarce.
866,234,718,Vendetta of Ward,1991-12-12,0.35,48,High print run; common in collections.
867,92,633,Legacy of Fox,2023-09-28,2.5,32,Reprints classic story with new framing pages.
868,49,716,Dawn of Vale,1987-08-27,0.35,40,Double-sized anniversary issue.
869,150,715,Uprising of Stark,1998-12-29,2.99,80,Landmark story milestone.
870,189,774,Rising of Cole,2018-11-10,1.5,48,Contains bonus pin-up gallery.
871,85,213,Resurgence of Drake,2007-05-04,3.99,24,Landmark story milestone.
872,237,352,Nemesis of Stone,2021-02-19,2.5,24,Key first appearance issue.
873,129,727,Fallen of Flynn,1979-02-22,3.99,64,Contains bonus pin-up gallery.
874,35,562,Revelation of Fox,2007-06-19,0.25,64,Low distribution; considered scarce.
875,83,19,Shattered of Kane,2017-12-16,0.35,40,Landmark story milestone.
876,274,401,Convergence of Voss,2010-04-25,0.1,40,Controversial issue banned in three states.
877,226,183,Uprising of Drake,1972-01-23,0.5,64,Key first appearance issue.
878,268,400,Vendetta of Fox,1989-02-25,0.12,100,Key first appearance issue.
879,25,387,Uprising of Vale,2023-04-19,1.95,36,High print run; common in collections.
880,47,432,Reckoning of Morgan,1976-02-02,1.5,36,Landmark story milestone.
881,113,99,Convergence of Cross,2021-02-25,0.12,48,Double-sized anniversary issue.
882,56,335,Eclipse of Grant,1962-07-29,0.5,100,High print run; common in collections.
883,278,439,Rising of Vale,1972-11-10,0.5,28,Part of a crossover event.
884,166,16,Nemesis of Flynn,1994-07-30,0.1,48,High print run; common in collections.
885,235,68,Chaos of Price,2008-12-08,1.95,24,Landmark story milestone.
886,112,309,Shattered of Stark,1983-11-18,0.2,80,Reprints classic story with new framing pages.
887,88,98,Shattered of Flynn,2003-08-26,2.5,32,Part of a crossover event.
888,90,780,Eclipse of Stark,2005-07-02,0.15,44,Key first appearance issue.
889,300,392,Resurgence of Vale,2021-04-04,0.1,36,Key first appearance issue.
890,64,243,Legacy of Vale,2015-11-09,0.15,24,Controversial issue banned in three states.
891,192,304,Uprising of Steele,1998-03-09,2.5,36,Key first appearance issue.
892,122,613,Fracture of Flynn,2009-01-25,0.25,40,Part of a crossover event.
893,21,425,Vendetta of Morgan,2023-11-04,0.75,44,Part of a crossover event.
894,125,553,Dawn of Vale,1975-03-27,0.75,100,Direct edition only; no newsstand version.
895,267,188,Fracture of Morgan,1952-08-10,0.15,64,Landmark story milestone.
896,99,650,Fallen of Stone,1953-09-04,0.25,28,Controversial issue banned in three states.
897,282,242,Resurgence of Voss,1985-03-02,2.99,64,Low distribution; considered scarce.
898,85,251,Legacy of Cross,2004-11-10,0.75,40,Low distribution; considered scarce.
899,296,651,Uprising of Holt,2023-01-11,4.99,28,Part of a crossover event.
900,204,172,Oblivion of Fox,1993-06-22,2.99,80,Reprints classic story with new framing pages.
901,222,494,Reckoning of Ward,1995-12-29,2.99,28,Low distribution; considered scarce.
902,276,567,Convergence of Holt,1972-06-05,2.5,64,Low distribution; considered scarce.
903,233,385,Descent of Price,2017-08-03,4.99,28,Part of a crossover event.
904,70,201,Fallen of Stone,1968-01-19,0.1,24,Double-sized anniversary issue.
905,192,415,Legacy of Ward,1998-01-08,1.95,48,Contains bonus pin-up gallery.
906,158,603,Shadows of Crane,1960-05-18,0.12,28,Direct edition only; no newsstand version.
907,290,199,Legacy of Holt,1989-08-23,1.95,80,Contains bonus pin-up gallery.
908,189,667,Nemesis of Crane,2018-08-25,0.75,36,Contains bonus pin-up gallery.
909,18,371,Reckoning of Steele,2023-02-13,1,100,Contains bonus pin-up gallery.
910,76,254,Shattered of Hunt,1984-05-29,0.35,24,Landmark story milestone.
911,48,408,Reborn of Voss,1991-03-30,0.5,48,Controversial issue banned in three states.
912,219,709,Vendetta of Cole,1985-09-08,2.5,100,Low distribution; considered scarce.
913,211,746,Shadows of Kane,2015-07-04,1.95,32,Low distribution; considered scarce.
914,108,408,Vendetta of Morgan,1952-03-12,0.35,64,Key first appearance issue.
915,50,793,Legacy of Cole,1944-04-07,2.99,40,Direct edition only; no newsstand version.
916,88,384,Convergence of Steele,2001-12-16,0.5,64,Controversial issue banned in three states.
917,258,462,Reborn of Stone,1981-06-22,0.35,36,Key first appearance issue.
918,94,778,Uprising of Holt,2013-01-27,2.99,64,Reprints classic story with new framing pages.
919,56,652,Convergence of Voss,1962-11-14,1.25,28,Direct edition only; no newsstand version.
920,64,66,Eclipse of Morgan,2014-06-01,0.75,64,Contains bonus pin-up gallery.
921,52,63,Chaos of Morgan,2008-03-18,0.12,28,High print run; common in collections.
922,268,385,Shattered of Cole,1988-01-30,1,64,Contains bonus pin-up gallery.
923,173,345,Inferno of Flynn,2018-04-07,1.5,36,Part of a crossover event.
924,205,626,Dawn of Nash,2009-03-31,1.5,28,Key first appearance issue.
925,234,412,Fallen of Morgan,1993-12-01,0.2,80,Low distribution; considered scarce.
926,128,463,Shattered of Stark,1989-07-12,2.99,36,Key first appearance issue.
927,165,649,Inferno of Drake,1979-02-04,1.5,64,High print run; common in collections.
928,249,757,Shattered of Voss,2020-06-27,1.95,48,Contains bonus pin-up gallery.
929,52,395,Vendetta of Price,2024-06-20,0.5,32,Double-sized anniversary issue.
930,293,33,Fallen of Stark,2017-08-28,0.15,40,Double-sized anniversary issue.
931,240,457,Rising of Stark,2020-12-10,0.75,36,High print run; common in collections.
932,88,676,Shadows of Kane,2014-11-23,2.99,24,Controversial issue banned in three states.
933,168,785,Chaos of Vale,1984-03-15,1,64,Landmark story milestone.
934,70,649,Oblivion of Voss,1970-12-23,1.5,36,Reprints classic story with new framing pages.
935,34,352,Nemesis of Ward,1962-03-22,2.99,36,High print run; common in collections.
936,133,298,Shadows of Kane,2002-04-19,0.15,44,Reprints classic story with new framing pages.
937,97,587,Inferno of Steele,1963-08-10,1.5,48,Reprints classic story with new framing pages.
938,1,64,Reborn of Grant,2000-11-19,0.5,48,Direct edition only; no newsstand version.
939,164,696,Fallen of Cole,2007-03-10,0.75,28,Direct edition only; no newsstand version.
940,5,472,Eclipse of Steele,2005-04-17,1.25,36,Contains bonus pin-up gallery.
941,234,616,Vendetta of Steele,1990-10-29,0.12,100,Part of a crossover event.
942,159,706,Rising of Holt,1967-04-08,4.99,36,Contains bonus pin-up gallery.
943,150,61,Eclipse of Steele,2012-11-23,0.5,36,Key first appearance issue.
944,92,500,Nemesis of Burns,2019-11-12,0.35,24,Double-sized anniversary issue.
945,201,433,Oblivion of Nash,2012-07-27,2.5,48,Landmark story milestone.
946,271,290,Vendetta of Stone,1953-01-28,2.5,28,Controversial issue banned in three states.
947,166,727,Vendetta of Fox,1983-11-09,0.35,100,Controversial issue banned in three states.
948,227,299,Fallen of Stone,1963-08-23,0.5,36,Key first appearance issue.
949,186,695,Fallen of Ward,1992-07-28,2.99,32,Key first appearance issue.
950,50,486,Convergence of Drake,1969-11-25,0.2,80,Part of a crossover event.
951,223,643,Nemesis of Vale,1964-05-02,0.12,28,High print run; common in collections.
952,204,310,Shattered of Cross,1995-12-17,2.5,28,Contains bonus pin-up gallery.
953,196,648,Fracture of Nash,1956-03-04,0.1,28,Landmark story milestone.
954,43,501,Resurgence of Vale,1978-12-13,0.1,100,Reprints classic story with new framing pages.
955,294,281,Rising of Hunt,2015-05-19,0.35,48,Contains bonus pin-up gallery.
956,223,586,Fallen of Kane,1967-09-11,1.5,28,Double-sized anniversary issue.
957,95,718,Reckoning of Ward,2008-05-12,4.99,28,Double-sized anniversary issue.
958,300,731,Rising of Stone,2021-07-05,0.2,32,Reprints classic story with new framing pages.
959,93,569,Fracture of Flynn,2020-01-11,0.2,24,Controversial issue banned in three states.
960,295,669,Convergence of Voss,1943-02-27,1,24,Landmark story milestone.
961,64,306,Inferno of Grant,2024-09-14,0.35,48,Key first appearance issue.
962,128,48,Resurgence of Burns,1986-06-27,3.99,32,Reprints classic story with new framing pages.
963,252,321,Resurgence of Nash,1972-08-04,0.5,28,Key first appearance issue.
964,122,193,Fallen of Burns,1947-04-18,0.5,32,Reprints classic story with new framing pages.
965,283,606,Inferno of Holt,1971-06-04,0.25,100,Direct edition only; no newsstand version.
966,39,267,Nemesis of Cross,2000-11-15,2.5,64,Landmark story milestone.
967,131,712,Fallen of Grant,1998-01-29,0.5,28,Low distribution; considered scarce.
968,99,382,Reborn of Cole,2013-02-04,0.35,48,Controversial issue banned in three states.
969,162,389,Reckoning of Price,1961-09-22,0.75,28,Low distribution; considered scarce.
970,64,701,Descent of Crane,2006-12-08,0.15,44,Landmark story milestone.
971,186,797,Chaos of Steele,2002-12-17,0.75,40,Key first appearance issue.
972,51,228,Nemesis of Kane,2017-06-17,0.2,32,Double-sized anniversary issue.
973,157,502,Rising of Cole,2021-08-25,1.95,100,Low distribution; considered scarce.
974,283,623,Rising of Drake,1972-01-16,0.35,44,Direct edition only; no newsstand version.
975,93,760,Descent of Grant,2021-12-07,2.5,64,Reprints classic story with new framing pages.
976,66,10,Resurgence of Steele,1987-08-15,0.25,32,Direct edition only; no newsstand version.
977,291,55,Inferno of Vale,1964-12-29,2.99,64,Controversial issue banned in three states.
978,225,480,Resurgence of Burns,1988-11-17,1,48,Double-sized anniversary issue.
979,118,651,Shadows of Burns,1980-09-09,2.99,44,Landmark story milestone.
980,41,748,Revelation of Voss,1992-06-10,0.35,100,Key first appearance issue.
981,44,293,Descent of Stark,2013-09-11,0.1,48,Double-sized anniversary issue.
982,70,510,Resurgence of Grant,1968-07-07,0.2,48,Key first appearance issue.
983,98,732,Legacy of Grant,2009-03-01,1.95,36,Double-sized anniversary issue.
984,22,173,Resurgence of Vale,1978-02-15,0.35,28,Part of a crossover event.
985,69,362,Dawn of Crane,1971-10-06,4.99,48,Controversial issue banned in three states.
986,192,347,Revelation of Grant,1989-07-16,0.2,40,Low distribution; considered scarce.
987,248,272,Uprising of Morgan,2013-04-17,2.5,36,Low distribution; considered scarce.
988,264,475,Shattered of Stark,2013-10-18,0.12,44,Key first appearance issue.
989,236,306,Inferno of Kane,1987-06-23,0.1,44,Controversial issue banned in three states.
990,206,10,Rising of Crane,1986-12-28,4.99,36,Landmark story milestone.
991,271,158,Legacy of Kane,1951-11-20,4.99,24,Controversial issue banned in three states.
992,129,482,Nemesis of Nash,1984-02-22,1.25,44,Direct edition only; no newsstand version.
993,94,276,Rising of Fox,2010-01-06,3.99,32,Controversial issue banned in three states.
994,182,445,Reckoning of Nash,2020-01-10,0.5,28,High print run; common in collections.
995,146,137,Nemesis of Crane,2018-03-24,1.5,24,Controversial issue banned in three states.
996,102,682,Chaos of Kane,1970-05-18,2.99,64,Double-sized anniversary issue.
997,254,699,Fallen of Flynn,2020-11-17,2.5,80,Direct edition only; no newsstand version.
998,68,111,Reckoning of Steele,1957-11-04,0.25,44,Double-sized anniversary issue.
999,7,54,Eclipse of Crane,1958-04-22,0.1,48,Contains bonus pin-up gallery.
1000,149,498,Shadows of Crane,1996-08-28,0.75,100,Controversial issue banned in three states.
1001,262,256,Chaos of Kane,1959-10-07,1,36,Direct edition only; no newsstand version.
1002,102,724,Rising of Cole,1970-04-26,0.35,36,Reprints classic story with new framing pages.
1003,77,124,Fallen of Ward,2012-02-23,0.12,40,High print run; common in collections.
1004,75,19,Shattered of Stone,1990-02-14,0.15,24,Direct edition only; no newsstand version.
1005,209,314,Revelation of Vale,2013-02-05,1.5,48,Contains bonus pin-up gallery.
1006,32,438,Dawn of Burns,1961-06-08,0.2,40,Part of a crossover event.
1007,144,729,Legacy of Vale,1955-09-30,1.5,24,Controversial issue banned in three states.
1008,21,54,Eclipse of Stone,2018-01-03,1.25,64,Low distribution; considered scarce.
1009,52,190,Chaos of Stark,2017-08-30,1.95,44,Low distribution; considered scarce.
1010,58,686,Reckoning of Grant,1988-09-09,0.25,44,Part of a crossover event.
1011,186,620,Inferno of Vale,2011-09-21,1,36,Reprints classic story with new framing pages.
1012,197,109,Fallen of Price,1948-12-23,0.2,24,Reprints classic story with new framing pages.
1013,98,722,Fracture of Kane,2013-04-30,0.15,80,Reprints classic story with new framing pages.
1014,176,743,Oblivion of Stone,2011-09-10,0.25,24,Controversial issue banned in three states.
1015,99,564,Chaos of Grant,1986-07-09,1.95,44,Contains bonus pin-up gallery.
1016,61,70,Oblivion of Crane,1987-10-13,0.1,32,Reprints classic story with new framing pages.
1017,141,297,Dawn of Hunt,1975-10-14,0.12,36,Direct edition only; no newsstand version.
1018,254,546,Resurgence of Voss,2015-09-19,0.35,64,Double-sized anniversary issue.
1019,197,411,Shattered of Holt,1952-05-17,0.5,32,Key first appearance issue.
1020,82,224,Reborn of Morgan,1992-04-22,3.99,80,Double-sized anniversary issue.
1021,133,226,Vendetta of Holt,2004-05-27,0.2,32,High print run; common in collections.
1022,24,244,Vendetta of Drake,1970-12-28,0.25,40,Controversial issue banned in three states.
1023,139,658,Revelation of Stone,1992-04-24,0.2,24,Part of a crossover event.
1024,189,86,Descent of Holt,2021-08-22,0.25,48,Reprints classic story with new framing pages.
1025,151,59,Reckoning of Nash,1974-04-13,0.75,40,Controversial issue banned in three states.
1026,132,551,Reborn of Kane,1944-05-27,2.5,40,Reprints classic story with new framing pages.
1027,283,453,Revelation of Flynn,1971-04-25,1,36,Reprints classic story with new framing pages.
1028,203,457,Revelation of Crane,2000-12-25,1.95,32,Contains bonus pin-up gallery.
1029,48,186,Fracture of Cross,1996-03-31,0.35,36,Reprints classic story with new framing pages.
1030,252,185,Vendetta of Morgan,1973-05-12,1.25,32,Controversial issue banned in three states.
1031,202,72,Fallen of Voss,2018-01-20,2.99,36,Contains bonus pin-up gallery.
1032,207,742,Resurgence of Steele,1997-07-01,0.1,100,Landmark story milestone.
1033,194,22,Rising of Morgan,2002-08-12,0.12,32,High print run; common in collections.
1034,43,147,Shattered of Morgan,1992-01-05,0.1,28,Double-sized anniversary issue.
1035,174,88,Uprising of Steele,2017-12-25,4.99,100,Contains bonus pin-up gallery.
1036,84,340,Oblivion of Steele,1958-06-13,0.75,24,Double-sized anniversary issue.
1037,137,557,Rising of Morgan,1952-07-09,0.12,28,Double-sized anniversary issue.
1038,152,524,Legacy of Steele,1964-03-14,0.1,36,Key first appearance issue.
1039,117,395,Fallen of Nash,2018-10-16,1.25,36,Direct edition only; no newsstand version.
1040,58,174,Rising of Vale,2024-02-14,0.2,40,Part of a crossover event.
1041,40,342,Rising of Nash,1948-06-14,0.15,24,Reprints classic story with new framing pages.
1042,78,439,Resurgence of Flynn,1949-12-29,0.35,48,Controversial issue banned in three states.
1043,155,294,Inferno of Kane,2001-01-03,1,64,Part of a crossover event.
1044,136,729,Shadows of Morgan,2022-07-19,0.25,32,Part of a crossover event.
1045,76,458,Oblivion of Voss,1990-07-10,0.2,100,Direct edition only; no newsstand version.
1046,143,93,Eclipse of Steele,1987-10-24,0.35,48,Part of a crossover event.
1047,164,435,Oblivion of Crane,2010-01-31,1.5,32,High print run; common in collections.
1048,197,563,Oblivion of Grant,1952-09-10,4.99,80,Double-sized anniversary issue.
1049,118,86,Reborn of Crane,1984-04-02,0.75,28,High print run; common in collections.
1050,186,209,Reckoning of Nash,1988-02-16,4.99,32,Landmark story milestone.
1051,31,370,Fallen of Burns,2018-11-01,3.99,32,Double-sized anniversary issue.
1052,216,216,Revelation of Drake,1967-10-04,0.25,28,Controversial issue banned in three states.
1053,194,27,Legacy of Nash,2010-06-11,0.12,28,Reprints classic story with new framing pages.
1054,38,609,Convergence of Morgan,1999-10-12,0.25,44,Controversial issue banned in three states.
1055,41,79,Reckoning of Hunt,1999-12-29,2.99,32,Controversial issue banned in three states.
1056,241,767,Resurgence of Burns,2019-07-28,4.99,48,Part of a crossover event.
1057,228,661,Reckoning of Burns,2023-01-19,0.2,32,Key first appearance issue.
1058,17,516,Convergence of Morgan,1964-10-14,2.5,48,Contains bonus pin-up gallery.
1059,284,265,Reborn of Cole,2017-12-29,1.25,36,Direct edition only; no newsstand version.
1060,81,95,Resurgence of Ward,2010-01-18,0.25,36,Direct edition only; no newsstand version.
1061,29,402,Convergence of Grant,1948-03-24,0.15,64,Contains bonus pin-up gallery.
1062,161,390,Convergence of Drake,2015-05-06,1.95,48,High print run; common in collections.
1063,139,107,Shadows of Nash,1994-11-12,1.5,24,High print run; common in collections.
1064,145,555,Rising of Voss,2016-10-28,0.5,100,Key first appearance issue.
1065,159,565,Uprising of Drake,1960-03-17,0.75,40,Landmark story milestone.
1066,292,46,Reborn of Stark,2015-05-03,0.12,24,Part of a crossover event.
1067,48,9,Inferno of Burns,1987-11-05,2.5,80,High print run; common in collections.
1068,162,401,Inferno of Steele,1968-11-11,0.2,44,Direct edition only; no newsstand version.
1069,258,515,Fallen of Morgan,1981-04-07,2.5,64,Reprints classic story with new framing pages.
1070,20,166,Fallen of Fox,1951-01-06,0.15,28,High print run; common in collections.
1071,111,698,Fallen of Cross,1973-01-20,1.5,64,Controversial issue banned in three states.
1072,174,369,Shattered of Crane,2016-10-24,0.12,48,High print run; common in collections.
1073,107,622,Shadows of Steele,2002-09-10,4.99,28,Key first appearance issue.
1074,74,561,Shadows of Stark,2019-06-21,0.2,64,Part of a crossover event.
1075,87,166,Shadows of Holt,1995-07-10,1.95,44,Landmark story milestone.
1076,37,728,Fracture of Holt,1979-01-14,4.99,40,Contains bonus pin-up gallery.
1077,72,583,Oblivion of Drake,1965-07-24,1.95,40,Direct edition only; no newsstand version.
1078,210,635,Fallen of Fox,2018-11-20,1.95,80,Reprints classic story with new framing pages.
1079,161,86,Legacy of Cole,2012-07-10,3.99,40,Key first appearance issue.
1080,30,251,Descent of Morgan,2019-08-15,0.25,28,Low distribution; considered scarce.
